sample	probe_id	CpG_meth	CpG_total	CpG_frac	nonCpG_meth	nonCpG_total	nonCpG_frac	n_reads	n_reads_with_CpG
V6_S4	cg24292235	14015	1109182	0.0126354	9612	2857932	0.00336327	82681	82681
V6_S4	cg24416513	29449	974826	0.0302095	6705	1079349	0.00621208	38558	38558
V6_S4	cg24507921	1369	177885	0.00769598	3203	1111717	0.00288113	27930	27930
V6_S4	cg24632241	6859	159749	0.0429361	1346	431101	0.00312224	12215	12215
V6_S4	cg24761507	1335287	20789869	0.0642278	188978	65168960	0.00289982	1933990	1932890
V6_S4	cg24831879	374696	417081	0.898377	8188	1996046	0.00410211	46252	46252
V6_S4	cg25200152	7615	199514	0.0381677	2149	748277	0.00287193	21813	21813
V6_S4	cg25875213	19468	1449808	0.013428	9224	3753649	0.00245734	119423	119423
V6_S4	cg25884711	156056	4003115	0.0389836	31264	11575920	0.00270078	321150	321078
V6_S4	cg26121782	15334	803271	0.0190894	6062	1654710	0.00366348	49486	49486
V6_S4	cg26682580	199678	6508652	0.0306789	46260	16394010	0.00282176	441850	441845
V6_S4	cg27200446	1467801	5853975	0.250736	61166	16616043	0.00368114	457076	457076
V6_S4	cg27393010	41337	469550	0.0880354	4709	1256226	0.00374853	36364	36364
V6_S4	cg27577527	2376	311515	0.00762724	3447	1131846	0.00304547	30846	30845
V6_S5	cg00002719	619	47842	0.0129384	699	149777	0.00466694	4738	4738
V6_S5	cg00469207	8819	174174	0.0506333	2240	471521	0.00475058	12901	12901
V6_S5	cg00582524	10305	246810	0.0417528	3332	707125	0.00471204	20556	20556
V6_S5	cg00995986	11835	79698	0.148498	1702	386288	0.00440604	11643	11633
V6_S5	cg01163404	199420	233509	0.854014	8470	1187664	0.00713165	33086	33086
V6_S5	cg01419831	354693	1740820	0.203751	26255	4978328	0.00527386	145462	145462
V6_S5	cg01452847	27692	321532	0.0861252	3666	679597	0.00539437	19661	19661
V6_S5	cg01576677	27372	728870	0.037554	7710	1570197	0.00491021	44204	44204
V6_S5	cg02467990	91440	1590703	0.057484	20269	3661322	0.00553598	104433	104433
V6_S5	cg02511231	522926	6545414	0.079892	82405	16170308	0.00509607	459103	459103
V6_S5	cg02571204	203917	215842	0.944751	7133	730753	0.00976116	23573	23573
V6_S5	cg02699898	212740	242284	0.87806	14472	910471	0.0158951	22785	22785
V6_S5	cg02919936	519456	4499526	0.115447	66452	12156003	0.0054666	345977	345977
V6_S5	cg03011535	167632	2147682	0.0780525	26859	5267638	0.00509887	153096	153096
V6_S5	cg03217795	54927	1135631	0.0483669	12897	2385962	0.00540537	66395	66395
V6_S5	cg03257575	94096	641789	0.146615	9710	1952033	0.0049743	48721	48721
V6_S5	cg03401096	82700	1713678	0.0482588	23211	4103839	0.00565592	120526	120526
V6_S5	cg03502002	5021	180430	0.027828	1516	383157	0.0039566	11135	11135
V6_S5	cg03563667	2909	384271	0.00757018	4204	869726	0.00483371	21464	21464
V6_S5	cg03735888	64677	721958	0.0895855	11480	2414838	0.00475394	67624	67624
V6_S5	cg04123776	27458	443560	0.0619037	5842	1277105	0.00457441	35550	35550
V6_S5	cg04261408	3556	247657	0.0143586	3923	679788	0.00577092	19954	19954
V6_S5	cg04281464	124698	793727	0.157104	10552	2376421	0.00444029	66214	66214
V6_S5	cg04869380	88540	104159	0.850047	4231	1031154	0.00410317	22756	22756
V6_S5	cg04904331	57182	991287	0.0576846	12546	2282055	0.00549768	65045	65045
V6_S5	cg05057720	15136	399773	0.0378615	6622	901727	0.00734369	24604	24604
V6_S5	cg05166490	137820	2668754	0.0516421	28788	5509617	0.00522505	159570	159569
V6_S5	cg05302386	38875	1796797	0.0216357	29191	5456005	0.00535025	148008	148008
V6_S5	cg05374412	39523	1481959	0.0266694	19575	4283195	0.00457019	109945	109945
V6_S5	cg05377226	11674	735630	0.0158694	8487	1917074	0.00442706	50715	50715
V6_S5	cg05917460	64818	1935439	0.0334901	29458	6243131	0.00471847	175951	175896
V6_S5	cg06013113	199888	232190	0.860881	8041	961676	0.00836144	23844	23844
V6_S5	cg06382344	261807	2128824	0.122982	19841	3406738	0.00582405	101392	101392
V6_S5	cg06463958	222016	4803784	0.0462169	70808	14065634	0.00503411	400700	400700
V6_S5	cg06530490	78322	1031489	0.075931	12282	2420866	0.00507339	70123	70123
V6_S5	cg06590173	7747	65451	0.118363	2596	513568	0.00505483	14676	14675
V6_S5	cg06825142	781275	2824710	0.276586	42618	7846397	0.00543154	215216	215098
V6_S5	cg06962944	93551	1202730	0.0777822	14856	2958987	0.00502064	85709	85709
V6_S5	cg07790615	108211	2955799	0.0366097	28581	5628406	0.00507799	173495	173495
V6_S5	cg07915921	43586	306539	0.142187	4327	707613	0.00611492	19273	19273
V6_S5	cg08382226	200970	2755023	0.0729468	41061	8290843	0.00495257	248888	248818
V6_S5	cg08548396	189754	764727	0.248133	15616	2205608	0.00708013	69340	69340
V6_S5	cg08566455	27759	169865	0.163418	1662	344986	0.00481759	7461	7461
V6_S5	cg08862890	23665	595343	0.0397502	7636	1548385	0.00493159	42364	42364
V6_S5	cg08934785	28193	182163	0.154768	3914	859211	0.00455534	23051	23051
V6_S5	cg09250933	34098	209248	0.162955	3271	871727	0.00375232	23962	23962
V6_S5	cg09493505	71878	1231057	0.0583872	15533	2845046	0.00545967	81101	81101
V6_S5	cg10143067	62629	831681	0.0753041	11994	2559413	0.00468623	79705	79705
V6_S5	cg10249375	40361	1135307	0.0355507	16918	3537414	0.00478259	95803	95803
V6_S5	cg10512745	991963	9036464	0.109773	151640	26934748	0.0056299	846660	846387
V6_S5	cg11014373	48289	829922	0.058185	14314	2263773	0.00632307	66693	66693
V6_S5	cg11017065	9197	850222	0.0108172	11841	2240398	0.00528522	66330	66330
V6_S5	cg11314310	251799	286429	0.879097	5900	851854	0.00692607	27466	27466
V6_S5	cg11561737	174035	1754249	0.0992077	22296	4037556	0.00552215	128757	128757
V6_S5	cg11601252	871415	9665981	0.0901528	134029	26620644	0.00503478	775767	775406
V6_S5	cg11660826	9005	185354	0.0485827	2876	469949	0.00611981	15458	15458
V6_S5	cg11942956	3210	192970	0.0166347	2253	347989	0.00647434	9498	9498
V6_S5	cg11957331	191309	1564524	0.122279	20523	3703052	0.00554219	107445	107445
V6_S5	cg12042659	4711	53578	0.0879279	790	179764	0.00439465	5003	5003
V6_S5	cg12074025	5559	482192	0.0115286	5167	1269436	0.00407031	36714	36714
V6_S5	cg12483476	240138	2106489	0.113999	23966	3795695	0.006314	111715	111715
V6_S5	cg12528056	250533	285323	0.878068	4160	654061	0.00636026	19096	19096
V6_S5	cg12928379	327430	1183212	0.27673	17759	3288012	0.00540114	90223	90166
V6_S5	cg12974388	699031	9425021	0.0741676	140028	28255275	0.00495582	816809	814939
V6_S5	cg13314145	318989	3819510	0.0835157	39917	7455359	0.00535414	212576	212576
V6_S5	cg13592399	46687	2347190	0.0198906	40005	7710086	0.00518866	214267	214267
V6_S5	cg13840308	174871	191442	0.913441	5223	698089	0.00748185	23874	23874
V6_S5	cg13912117	190667	4422947	0.0431086	57063	12214444	0.00467176	340113	340113
V6_S5	cg13939859	49128	710897	0.0691071	7618	1342907	0.00567277	42260	42259
V6_S5	cg13958426	3653	322915	0.0113126	4613	1014314	0.0045479	31975	31975
V6_S5	cg14038391	63714	968994	0.0657527	10410	2177232	0.0047813	58618	58618
V6_S5	cg14050824	217101	255834	0.848601	5614	969729	0.00578925	24816	24816
V6_S5	cg14123923	138890	3592764	0.0386583	35151	6483709	0.00542143	198412	198412
V6_S5	cg14168530	190239	2868559	0.0663187	37529	6943025	0.00540528	198990	198989
V6_S5	cg14186641	153045	3363966	0.0454954	38919	6864927	0.00566925	210573	210573
V6_S5	cg14327531	9559	139202	0.06867	2414	472955	0.00510408	15283	15283
V6_S5	cg14394692	777091	1909528	0.406954	27577	4513202	0.0061103	128451	128451
V6_S5	cg14458834	1105	121571	0.00908934	1069	316817	0.00337419	6508	6508
V6_S5	cg14473102	7422	301984	0.0245775	2183	419226	0.00520722	13150	13150
V6_S5	cg14489801	2831	10911	0.259463	210	68189	0.00307968	1804	1804
V6_S5	cg14712186	116770	1693521	0.068951	18714	3208304	0.00583299	101043	101039
V6_S5	cg14743594	758340	2109262	0.359529	26422	4231672	0.00624387	120588	120588
V6_S5	cg14861089	12613	458487	0.02751	4005	847601	0.0047251	24981	24981
V6_S5	cg15044248	5738	795881	0.00720962	10289	2249804	0.00457329	59853	59853
V6_S5	cg15267232	57432	311040	0.184645	4010	695521	0.00576546	18845	18845
V6_S5	cg15467646	312738	1010661	0.309439	17965	2548267	0.00704989	70249	70249
V6_S5	cg15576900	26065	1267258	0.020568	16373	3047529	0.00537255	94102	94102
V6_S5	cg15778437	48618	867158	0.0560659	12188	2468033	0.00493835	68818	68818
V6_S5	cg15836635	77562	1895496	0.0409191	30849	6122346	0.00503875	177165	177159
V6_S5	cg15994026	10006	980994	0.0101999	11779	2657494	0.00443237	73113	73113
V6_S5	cg16150752	167324	1713837	0.0976312	17090	3276817	0.00521543	91569	91569
V6_S5	cg16328106	3643	116966	0.0311458	1193	304425	0.00391886	9678	9678
V6_S5	cg16732616	12207	168313	0.0725256	1734	285840	0.00606633	8233	8233
V6_S5	cg16779463	7372	991656	0.00743403	12708	2804056	0.00453201	74648	74647
V6_S5	cg16926316	202870	227229	0.8928	4751	909900	0.00522145	21849	21849
V6_S5	cg17031478	5824	319376	0.0182356	3523	689889	0.00510662	19457	19457
V6_S5	cg17712694	37479	384965	0.0973569	3810	734495	0.00518724	20519	20519
V6_S5	cg17774001	108654	125135	0.868294	4623	822352	0.00562168	25232	25231
V6_S5	cg17812788	8277	239357	0.0345801	2654	520518	0.00509877	13959	13959
V6_S5	cg17839237	1146	102743	0.011154	1529	323945	0.00471994	9428	9428
V6_S5	cg17872757	8725	815811	0.0106949	11180	2148264	0.0052042	63629	63629
V6_S5	cg17969084	10870	841478	0.0129177	12447	2507853	0.00496321	76316	76308
V6_S5	cg18091469	19019	61656	0.30847	1880	242592	0.00774964	6814	6814
V6_S5	cg18206027	55035	937048	0.0587323	11903	2156530	0.00551952	61345	61345
V6_S5	cg18621142	248025	286567	0.865504	6934	1225332	0.00565887	37320	37315
V6_S5	cg18751958	229747	259802	0.884316	7818	892508	0.00875959	21478	21478
V6_S5	cg18816098	3286	233845	0.014052	3161	675512	0.00467941	19654	19654
V6_S5	cg19497031	158	3279	0.0481854	30	5621	0.00533713	178	178
V6_S5	cg19807257	2994	19492	0.153601	294	59142	0.00497109	1464	1464
V6_S5	cg19882915	254470	287809	0.884163	6115	1296657	0.00471597	32204	32178
V6_S5	cg20072442	94737	2268020	0.0417708	31950	6238997	0.00512102	176713	176713
V6_S5	cg20079899	34857	1394796	0.0249908	16191	3274092	0.00494519	96677	96677
V6_S5	cg20183619	165916	3241414	0.0511863	47353	9875848	0.00479483	272596	272596
V6_S5	cg20295992	50528	697795	0.072411	10454	2091906	0.00499736	62902	62880
V6_S5	cg20449590	47538	214062	0.222076	5044	486526	0.0103674	18829	18829
V6_S5	cg20690085	143891	160065	0.898954	4807	836883	0.00574393	21893	21891
V6_S5	cg20872937	144437	3539044	0.0408124	45514	9232332	0.00492985	255342	255342
V6_S5	cg20980783	157129	3794197	0.041413	46096	8808226	0.00523329	254836	254833
V6_S5	cg21038156	92960	2599834	0.0357561	29981	5468032	0.00548296	166237	166183
V6_S5	cg21039708	28464	299131	0.0951556	4363	823314	0.00529931	23175	23175
V6_S5	cg21185289	289760	4134029	0.0700914	61726	11415832	0.00540705	319167	319061
V6_S5	cg21277995	156987	4898126	0.0320504	55701	9515921	0.00585345	296794	296794
V6_S5	cg21790626	8820	269959	0.0326716	3525	669170	0.00526772	19871	19871
V6_S5	cg21898844	263073	288149	0.912976	8833	1552873	0.00568817	42357	42350
V6_S5	cg21929943	66045	1321127	0.0499914	17090	3558850	0.00480211	97557	97557
V6_S5	cg22231056	3237	246179	0.013149	3702	667909	0.00554267	20637	20637
V6_S5	cg22399133	27097	228637	0.118515	3150	611159	0.00515414	16751	16751
V6_S5	cg22868282	115191	1374123	0.0838287	19040	3470648	0.00548601	111678	111678
V6_S5	cg23026864	31932	400386	0.079753	4534	884150	0.00512809	23981	23981
V6_S5	cg23164203	1104	137652	0.00802022	2458	538269	0.00456649	14723	14722
V6_S5	cg23871697	228924	252930	0.905088	9850	1060743	0.00928594	25047	25047
V6_S5	cg23912454	3548	300949	0.0117894	4098	750146	0.00546294	20684	20684
V6_S5	cg23960736	18176	31414	0.578596	3350	947318	0.0035363	28026	27375
V6_S5	cg24221648	6683	348172	0.0191945	3768	648277	0.00581233	18750	18750
V6_S5	cg24292235	16756	661256	0.0253397	9272	1711136	0.00541862	50097	50097
V6_S5	cg24416513	11932	427181	0.027932	3367	472341	0.00712832	17115	17115
V6_S5	cg24507921	1114	90200	0.0123503	2619	565621	0.00463031	14756	14756
V6_S5	cg24632241	6534	158121	0.0413228	2275	435151	0.00522807	12347	12347
V6_S5	cg24761507	872617	11339821	0.0769516	185638	36654783	0.0050645	1097435	1096428
V6_S5	cg24831879	216530	244709	0.884847	7104	1158167	0.00613383	27218	27218
V6_S5	cg25200152	13003	145126	0.089598	2565	529422	0.00484491	16205	16205
V6_S5	cg25875213	8198	765924	0.0107034	8833	2049393	0.00431006	65125	65125
V6_S5	cg25884711	133941	2311940	0.0579345	31938	6872655	0.00464711	193893	193852
V6_S5	cg26121782	8130	392766	0.0206993	5110	793842	0.00643705	24227	24227
V6_S5	cg26682580	179949	3343714	0.0538171	42929	8765220	0.00489765	238747	238747
V6_S5	cg27200446	622547	3008875	0.206904	53347	8815523	0.00605148	247932	247932
V6_S5	cg27393010	18600	269260	0.0690782	4278	734641	0.00582325	21124	21124
V6_S5	cg27577527	2697	322141	0.00837211	5876	1259481	0.00466541	34570	34570
V6_S6	cg00002719	2569	310347	0.00827783	2580	956853	0.00269634	29637	29637
V6_S6	cg00469207	4488	146104	0.0307178	1501	390090	0.00384783	10426	10426
V6_S6	cg00582524	14961	435510	0.0343528	4078	1236154	0.00329894	35734	35734
V6_S6	cg00995986	10293	110279	0.093336	2185	543259	0.00402202	16183	16160
V6_S6	cg01163404	275905	315573	0.874298	9112	1575095	0.00578505	43460	43460
V6_S6	cg01419831	327474	2793058	0.117246	33318	7594871	0.00438691	214715	214712
V6_S6	cg01452847	14300	629107	0.0227306	5471	1334603	0.00409935	37412	37412
V6_S6	cg01576677	44448	1280826	0.0347026	10186	2710915	0.0037574	75358	75358
V6_S6	cg02467990	20192	1440470	0.0140176	13064	3241274	0.00403051	89944	89942
V6_S6	cg02511231	572160	11944262	0.0479025	114975	28880753	0.00398103	806968	806967
V6_S6	cg02571204	294553	309135	0.95283	10592	1030376	0.0102797	33318	33317
V6_S6	cg02699898	352976	407950	0.865243	12576	1522743	0.00825878	37930	37930
V6_S6	cg02919936	390799	7214786	0.0541664	81631	19363497	0.00421572	537185	537185
V6_S6	cg03011535	254382	4919643	0.0517074	49387	11792213	0.0041881	344163	344163
V6_S6	cg03217795	15762	1647848	0.0095652	12573	3445810	0.00364878	92702	92702
V6_S6	cg03257575	101857	1042981	0.0976595	11831	3078629	0.00384294	75430	75430
V6_S6	cg03401096	55993	2815243	0.0198892	30630	6563169	0.00466695	188137	188137
V6_S6	cg03502002	6740	294921	0.0228536	2475	628021	0.00394095	18067	18067
V6_S6	cg03563667	5185	798452	0.00649382	6734	1802881	0.00373513	43711	43711
V6_S6	cg03735888	96707	1174985	0.0823049	15179	4042391	0.00375496	112091	112091
V6_S6	cg04123776	18791	722403	0.0260118	6728	2054401	0.00327492	55584	55584
V6_S6	cg04261408	4219	408361	0.0103315	4850	1100261	0.00440805	31742	31742
V6_S6	cg04281464	162727	1277402	0.127389	13342	3814582	0.00349763	104431	104431
V6_S6	cg04869380	142179	158179	0.898849	6277	1582234	0.00396718	34561	34543
V6_S6	cg04904331	12589	895648	0.0140557	8162	2011665	0.00405734	55810	55806
V6_S6	cg05057720	17516	744232	0.0235357	9206	1691203	0.00544346	45562	45562
V6_S6	cg05166490	139510	4771649	0.0292373	39694	9505931	0.00417571	267163	267163
V6_S6	cg05302386	58066	3082104	0.0188397	38995	9355287	0.00416823	247000	246997
V6_S6	cg05374412	76389	2823550	0.0270542	28737	8169395	0.00351764	206232	206232
V6_S6	cg05377226	11842	1327668	0.0089194	12494	3527428	0.00354196	90233	90233
V6_S6	cg05917460	122329	3268234	0.0374297	38678	10245867	0.00377499	281468	281436
V6_S6	cg06013113	356629	405662	0.879128	11421	1653739	0.00690617	40740	40740
V6_S6	cg06382344	180746	4296506	0.0420681	28597	6767993	0.00422533	196069	196069
V6_S6	cg06463958	268117	7464100	0.0359209	81794	21400506	0.00382206	593790	593770
V6_S6	cg06530490	56998	1876552	0.0303738	16955	4342219	0.00390469	122568	122568
V6_S6	cg06590173	4810	87424	0.0550192	2838	686948	0.00413132	19855	19845
V6_S6	cg06825142	1188547	6795937	0.174891	69835	17155296	0.00407075	463353	463098
V6_S6	cg06962944	55181	1084123	0.0508992	11029	2594666	0.00425064	75810	75810
V6_S6	cg07790615	137484	5357287	0.025663	37422	9920560	0.00377217	303678	303678
V6_S6	cg07915921	36044	504379	0.0714621	4901	1158649	0.00422993	31242	31242
V6_S6	cg08382226	86281	2194977	0.0393084	23170	6428004	0.00360454	188714	188633
V6_S6	cg08548396	312598	1229096	0.254332	20500	3364799	0.00609249	103803	103798
V6_S6	cg08566455	19644	278458	0.0705456	1686	514497	0.00327699	12077	12077
V6_S6	cg08862890	10493	1071708	0.00979091	10210	2730975	0.00373859	73830	73830
V6_S6	cg08934785	9995	301743	0.0331242	4813	1431775	0.00336156	37771	37771
V6_S6	cg09250933	32160	351697	0.0914423	4991	1466515	0.00340331	40120	40120
V6_S6	cg09493505	75133	5394488	0.0139277	48759	12137760	0.00401713	336547	336532
V6_S6	cg10143067	52510	1255388	0.0418277	13602	3814280	0.00356607	117978	117978
V6_S6	cg10249375	50977	1743751	0.0292341	20200	5455217	0.00370288	144083	144083
V6_S6	cg10512745	851755	15178680	0.0561152	173983	41932452	0.00414913	1276864	1276492
V6_S6	cg11014373	51006	1392588	0.0366268	17469	3716609	0.00470025	108282	108267
V6_S6	cg11017065	5160	673239	0.00766444	7475	1744112	0.00428585	50000	49999
V6_S6	cg11314310	431805	471398	0.916009	8772	1362895	0.0064363	44108	44108
V6_S6	cg11561737	118054	2563702	0.0460483	23345	5860893	0.00398318	182281	182281
V6_S6	cg11601252	890684	15996045	0.0556815	159522	42586928	0.0037458	1215918	1215573
V6_S6	cg11660826	4659	262215	0.0177679	2697	646063	0.00417452	21436	21436
V6_S6	cg11942956	5215	375965	0.013871	2947	675965	0.00435969	17455	17455
V6_S6	cg11957331	315738	2677375	0.117928	26993	6300649	0.00428416	177212	177212
V6_S6	cg12042659	3236	42094	0.0768756	577	144865	0.00398302	4014	4014
V6_S6	cg12074025	4101	755754	0.00542637	6767	1924686	0.0035159	54957	54957
V6_S6	cg12483476	350327	4433874	0.0790115	37211	7746710	0.00480346	223123	223123
V6_S6	cg12528056	418337	477025	0.876971	6236	1065373	0.00585335	30967	30967
V6_S6	cg12928379	206707	1183059	0.174722	12281	2992399	0.00410406	80767	80721
V6_S6	cg12974388	897001	15631480	0.0573843	164593	44748718	0.00367816	1253378	1252141
V6_S6	cg13314145	326223	7278491	0.0448201	52352	13753063	0.00380657	385588	385588
V6_S6	cg13592399	63300	3940879	0.0160624	45729	12505503	0.00365671	341203	341182
V6_S6	cg13840308	215265	231900	0.928266	5767	826097	0.00698102	28743	28743
V6_S6	cg13912117	231505	7722854	0.0299766	74943	21007145	0.0035675	568273	568269
V6_S6	cg13939859	16783	623602	0.026913	4655	1152525	0.00403896	35489	35489
V6_S6	cg13958426	2264	239096	0.009469	2032	738040	0.00275324	22841	22841
V6_S6	cg14038391	68325	1788937	0.0381931	13767	3962706	0.00347414	105617	105617
V6_S6	cg14050824	347012	402218	0.862746	7960	1507391	0.00528065	38143	38143
V6_S6	cg14123923	71301	3618207	0.0197062	24291	6404482	0.00379281	192543	192518
V6_S6	cg14168530	236874	5182267	0.0457086	49782	12313989	0.00404272	346397	346397
V6_S6	cg14186641	75506	6065304	0.0124488	49625	11907902	0.0041674	361532	361532
V6_S6	cg14327531	3590	193690	0.0185348	2758	680028	0.00405572	21455	21455
V6_S6	cg14394692	901873	2957055	0.30499	31645	6614848	0.00478393	186102	186102
V6_S6	cg14458834	1928	224529	0.00858686	1713	573511	0.00298687	11877	11877
V6_S6	cg14473102	12720	598686	0.0212465	4076	829476	0.00491395	25894	25894
V6_S6	cg14489801	1174	14941	0.0785757	305	90986	0.00335216	2381	2381
V6_S6	cg14712186	98178	3585763	0.0273799	26358	6631800	0.00397449	204103	204099
V6_S6	cg14743594	1066965	3883282	0.274759	36118	7707639	0.004686	215268	215268
V6_S6	cg14861089	21610	917686	0.0235484	7322	1702123	0.00430169	48996	48996
V6_S6	cg15044248	5341	749588	0.00712525	6996	2087202	0.00335186	55135	55135
V6_S6	cg15267232	11076	553897	0.0199965	4052	1216483	0.00333091	32969	32969
V6_S6	cg15467646	266635	1620136	0.164576	20945	3962480	0.00528583	108281	108281
V6_S6	cg15576900	38221	2143046	0.0178349	21122	5109010	0.00413426	153109	153108
V6_S6	cg15778437	76132	1564859	0.048651	17725	4383068	0.00404397	121301	121301
V6_S6	cg15836635	104081	3118903	0.033371	41397	9647766	0.00429084	273010	272955
V6_S6	cg15994026	17271	1847437	0.00934863	16981	4978266	0.00341103	134045	134045
V6_S6	cg16150752	239025	3488546	0.0685171	24355	6624922	0.00367627	179531	179531
V6_S6	cg16328106	2506	243318	0.0102993	2087	625841	0.00333471	20461	20461
V6_S6	cg16732616	19247	608811	0.0316141	5897	1039300	0.00567401	29031	29031
V6_S6	cg16779463	19551	2622988	0.00745371	25038	7302749	0.00342857	193011	193011
V6_S6	cg16926316	266572	298027	0.894456	6217	1190658	0.00522148	28300	28300
V6_S6	cg17031478	9181	534249	0.0171849	4680	1151692	0.00406359	31836	31836
V6_S6	cg17712694	24405	349302	0.0698679	2513	663130	0.0037896	17969	17969
V6_S6	cg17774001	177852	205024	0.867469	6691	1316977	0.00508057	39593	39593
V6_S6	cg17812788	5463	461278	0.0118432	3574	1007685	0.00354674	26524	26524
V6_S6	cg17839237	1614	168053	0.00960411	1430	531310	0.00269146	14528	14528
V6_S6	cg17872757	15321	1958479	0.00782291	22346	5062839	0.00441373	145141	145136
V6_S6	cg17969084	19173	1544392	0.0124146	16175	4347998	0.0037201	133226	133225
V6_S6	cg18091469	5517	100209	0.0550549	2351	366313	0.00641801	10626	10626
V6_S6	cg18206027	11556	843520	0.0136997	7466	1899631	0.00393024	52758	52758
V6_S6	cg18621142	330933	385011	0.859542	7656	1623560	0.00471556	48734	48730
V6_S6	cg18751958	348003	392038	0.887677	10873	1274027	0.00853436	30456	30456
V6_S6	cg18816098	8428	428016	0.0196909	4825	1221742	0.00394928	35189	35189
V6_S6	cg19497031	71724	3631343	0.0197514	24536	6426506	0.00381794	193240	193213
V6_S6	cg19807257	1390	15446	0.0899909	180	44760	0.00402145	1102	1102
V6_S6	cg19882915	469973	513418	0.915381	8150	2281178	0.00357272	56209	56201
V6_S6	cg20072442	131130	4176054	0.0314005	43477	11274058	0.00385638	319661	319661
V6_S6	cg20079899	53685	2562396	0.0209511	22183	5946178	0.00373063	170968	170968
V6_S6	cg20183619	168659	5373670	0.0313862	56350	15970870	0.0035283	430031	430019
V6_S6	cg20295992	129894	3313292	0.0392039	34695	9688237	0.00358115	284712	284623
V6_S6	cg20449590	19521	347656	0.0561503	6143	704221	0.00872311	29477	29477
V6_S6	cg20690085	206206	225677	0.913722	5662	1144958	0.00494516	29610	29609
V6_S6	cg20872937	188764	6465466	0.0291957	62360	16535136	0.00377136	448938	448938
V6_S6	cg20980783	131694	6596408	0.0199645	60487	14855925	0.00407157	418052	418051
V6_S6	cg21038156	150489	4119367	0.0365321	35533	8358297	0.00425122	249540	249532
V6_S6	cg21039708	35869	508662	0.0705164	5250	1409210	0.00372549	38044	38044
V6_S6	cg21185289	359423	7822908	0.0459449	79635	20961809	0.00379905	577347	577185
V6_S6	cg21277995	260876	8433610	0.0309329	73373	16077092	0.00456382	491203	491203
V6_S6	cg21790626	4886	400700	0.0121937	3965	989848	0.00400567	28290	28290
V6_S6	cg21898844	371478	404850	0.917569	9687	2132052	0.00454351	57772	57750
V6_S6	cg21929943	72834	2396785	0.0303882	23932	6407395	0.00373506	171103	171103
V6_S6	cg22231056	2528	351830	0.00718529	3490	968383	0.00360395	29376	29376
V6_S6	cg22399133	6591	342193	0.0192611	3418	921658	0.00370853	24849	24849
V6_S6	cg22868282	68704	2409426	0.0285147	24110	5961975	0.00404396	187829	187829
V6_S6	cg23026864	28574	732956	0.0389846	6119	1606823	0.00380814	43485	43485
V6_S6	cg23164203	2363	529413	0.00446343	7667	1950570	0.00393065	52638	52638
V6_S6	cg23871697	316612	349519	0.905851	12435	1471170	0.00845246	33927	33927
V6_S6	cg23912454	4297	582821	0.00737276	6913	1454549	0.00475268	38802	38802
V6_S6	cg23960736	25934	36965	0.701583	2810	1161143	0.00242003	33537	32821
V6_S6	cg24221648	14577	768203	0.0189755	6822	1434567	0.00475544	40625	40625
V6_S6	cg24292235	8531	991319	0.00860571	9726	2580334	0.00376928	73809	73809
V6_S6	cg24416513	22467	889043	0.025271	7172	1012021	0.00708681	34449	34449
V6_S6	cg24507921	1025	150786	0.00679771	3362	950616	0.00353665	24442	24442
V6_S6	cg24632241	4388	139991	0.0313449	1397	378877	0.00368721	10700	10700
V6_S6	cg24761507	902381	18625255	0.0484493	222421	58441011	0.00380591	1724868	1723893
V6_S6	cg24831879	308827	341020	0.905598	8782	1626982	0.00539772	37850	37850
V6_S6	cg25200152	4893	200555	0.0243973	2176	712668	0.00305332	21549	21549
V6_S6	cg25875213	9187	1236160	0.00743189	10172	3205109	0.00317368	102002	102002
V6_S6	cg25884711	155020	3755126	0.0412822	36936	10860166	0.00340105	300656	300623
V6_S6	cg26121782	18859	778701	0.0242185	8166	1583549	0.00515677	47466	47466
V6_S6	cg26682580	189340	6063174	0.0312279	57248	15224539	0.00376025	408374	408373
V6_S6	cg27200446	851449	5115924	0.166431	66394	14614019	0.00454317	401207	401207
V6_S6	cg27393010	25558	439713	0.0581243	5482	1203694	0.00455431	34129	34129
V6_S6	cg27577527	1325	288352	0.00459508	4214	1061152	0.00397116	28605	28605
V6_S7	cg00002719	6505	274054	0.0237362	10751	843945	0.012739	26449	26449
V6_S7	cg00469207	5591	147512	0.037902	4446	394135	0.0112804	10632	10632
V6_S7	cg00582524	18389	428899	0.0428749	13018	1176783	0.0110624	34968	34968
V6_S7	cg00995986	16929	120548	0.140434	7283	588392	0.0123778	17591	17577
V6_S7	cg01163404	255354	302315	0.844662	18473	1508348	0.0122472	41999	41999
V6_S7	cg01419831	388865	2728217	0.142534	86585	7468464	0.0115934	214277	214261
V6_S7	cg01452847	16590	569511	0.0291303	14682	1187943	0.0123592	34756	34756
V6_S7	cg01576677	59619	1176989	0.0506538	26904	2551155	0.0105458	70866	70866
V6_S7	cg02467990	30719	1337809	0.0229622	36086	3056213	0.0118074	85802	85802
V6_S7	cg02511231	776682	11694688	0.0664132	332156	28493423	0.0116573	801012	801008
V6_S7	cg02571204	213167	227287	0.937876	13968	766770	0.0182167	24906	24906
V6_S7	cg02699898	305280	348572	0.875802	19485	1325114	0.0147044	32871	32871
V6_S7	cg02919936	511357	7040505	0.0726307	229752	18931519	0.012136	532673	532673
V6_S7	cg03011535	295615	4422359	0.0668455	132872	10760269	0.0123484	314182	314182
V6_S7	cg03217795	42758	1580374	0.0270556	35498	3295837	0.0107706	89719	89719
