sample	probe_id	CpG_meth	CpG_total	CpG_frac	nonCpG_meth	nonCpG_total	nonCpG_frac	n_reads	n_reads_with_CpG
V15_S11	cg13912117	115	3040	0.0378289	4	9087	0.000440189	237	237
V15_S11	cg13939859	34	931	0.0365199	4	1832	0.00218341	56	56
V15_S11	cg13958426	0	118	0	0	462	0	11	11
V15_S11	cg14038391	23	779	0.029525	6	2678	0.00224048	62	62
V15_S11	cg14050824	242	301	0.803987	0	1127	0	30	30
V15_S11	cg14123923	24	1281	0.0187354	1	2621	0.000381534	84	84
V15_S11	cg14168530	71	2212	0.0320976	5	5976	0.00083668	172	172
V15_S11	cg14186641	22	2207	0.00996828	6	5305	0.00113101	153	153
V15_S11	cg14327531	0	163	0	0	550	0	17	17
V15_S11	cg14394692	1458	2662	0.547708	14	7631	0.00183462	194	194
V15_S11	cg14458834	0	148	0	1	371	0.00269542	7	7
V15_S11	cg14473102	4	370	0.0108108	0	571	0	17	17
V15_S11	cg14489801	0	36	0	0	185	0	4	4
V15_S11	cg14712186	30	1173	0.0255754	2	2455	0.000814664	74	74
V15_S11	cg14743594	847	2102	0.40295	10	4804	0.0020816	126	126
V15_S11	cg14861089	10	397	0.0251889	1	830	0.00120482	23	23
V15_S11	cg15044248	0	128	0	3	338	0.00887574	9	9
V15_S11	cg15267232	15	391	0.0383632	3	886	0.003386	25	25
V15_S11	cg15467646	111	909	0.122112	4	2323	0.00172191	57	57
V15_S11	cg15576900	17	1219	0.0139459	5	3779	0.0013231	101	101
V15_S11	cg15778437	40	699	0.0572246	2	2066	0.000968054	57	57
V15_S11	cg15836635	61	1878	0.0324814	4	6614	0.000604778	177	177
V15_S11	cg15994026	1	695	0.00143885	1	2181	0.000458505	60	60
V15_S11	cg16150752	92	1065	0.086385	2	2462	0.000812348	61	61
V15_S11	cg16328106	0	312	0	1	893	0.00111982	28	28
V15_S11	cg16732616	2	80	0.025	0	131	0	4	4
V15_S11	cg16779463	17	1116	0.015233	7	3502	0.00199886	92	92
V15_S11	cg16926316	215	239	0.899582	2	1026	0.00194932	22	22
V15_S11	cg17031478	9	265	0.0339623	1	657	0.00152207	20	20
V15_S11	cg17712694	55	625	0.088	3	1230	0.00243902	33	33
V15_S11	cg17774001	209	243	0.860082	4	1725	0.00231884	47	47
V15_S11	cg17812788	1	204	0.00490196	0	498	0	12	12
V15_S11	cg17839237	0	129	0	0	482	0	11	11
V15_S11	cg17872757	2	1059	0.00188857	3	2783	0.00107797	82	82
V15_S11	cg17969084	1	805	0.00124224	2	2366	0.000845309	67	67
V15_S11	cg18091469	9	31	0.290323	0	172	0	4	4
V15_S11	cg18206027	2	187	0.0106952	1	498	0.00200803	14	14
V15_S11	cg18621142	294	333	0.882883	11	1516	0.00725594	42	42
V15_S11	cg18751958	368	425	0.865882	4	1597	0.0025047	33	33
V15_S11	cg18816098	3	392	0.00765306	1	1147	0.00087184	25	25
V15_S11	cg19497031	29	1656	0.0175121	0	3448	0	105	104
V15_S11	cg19807257	15	184	0.0815217	0	568	0	13	13
V15_S11	cg19882915	426	469	0.908316	1	2102	0.000475737	51	51
V15_S11	cg20072442	33	1088	0.0303309	0	3245	0	88	88
V15_S11	cg20079899	22	1075	0.0204651	4	2772	0.001443	80	80
V15_S11	cg20183619	84	2519	0.0333466	3	8127	0.00036914	207	207
V15_S11	cg20295992	64	2393	0.0267447	10	8408	0.00118934	241	241
V15_S11	cg20449590	13	399	0.0325815	2	1329	0.00150489	34	34
V15_S11	cg20690085	321	386	0.831606	4	2263	0.00176757	55	55
V15_S11	cg20872937	127	2405	0.0528067	13	6919	0.00187888	186	186
V15_S11	cg20980783	42	2228	0.018851	5	6159	0.00081182	170	170
V15_S11	cg21038156	219	2750	0.0796364	10	6822	0.00146585	201	201
V15_S11	cg21039708	7	220	0.0318182	0	803	0	21	21
V15_S11	cg21185289	167	3128	0.0533887	6	9462	0.000634115	258	258
V15_S11	cg21277995	84	3582	0.0234506	11	7644	0.00143904	230	230
V15_S11	cg21790626	11	219	0.0502283	0	610	0	16	16
V15_S11	cg21898844	302	332	0.909639	2	1927	0.00103788	52	52
V15_S11	cg21929943	0	13	0	0	56	0	1	1
V15_S11	cg22231056	1	180	0.00555556	0	672	0	17	17
V15_S11	cg22399133	2	248	0.00806452	1	833	0.00120048	20	20
V15_S11	cg22868282	22	986	0.0223124	3	2685	0.00111732	84	84
V15_S11	cg23026864	21	301	0.0697674	0	668	0	17	17
V15_S11	cg23164203	0	318	0	2	1184	0.00168919	30	30
V15_S11	cg23871697	445	482	0.923237	7	1910	0.00366492	38	38
V15_S11	cg23912454	0	191	0	1	577	0.0017331	14	14
V15_S11	cg23960736	24	62	0.387097	0	1799	0	49	47
V15_S11	cg24221648	5	333	0.015015	0	702	0	19	19
V15_S11	cg24292235	10	897	0.0111483	0	2771	0	75	75
V15_S11	cg24416513	36	739	0.0487145	2	909	0.00220022	28	28
V15_S11	cg24507921	5	156	0.0320513	1	1099	0.000909918	26	26
V15_S11	cg24632241	29	968	0.0299587	2	2851	0.000701508	79	79
V15_S11	cg24761507	508	8441	0.0601824	29	30459	0.0009521	837	836
V15_S11	cg24831879	405	440	0.920455	2	2382	0.000839631	51	51
V15_S11	cg25200152	2	326	0.00613497	3	1239	0.00242131	33	33
V15_S11	cg25875213	15	784	0.0191327	4	2412	0.00165837	75	75
V15_S11	cg25884711	59	1709	0.0345231	1	5945	0.000168209	161	161
V15_S11	cg26121782	5	400	0.0125	0	938	0	24	24
V15_S11	cg26682580	72	2544	0.0283019	8	6672	0.00119904	180	180
V15_S11	cg27200446	527	2274	0.23175	4	6636	0.000602773	184	184
V15_S11	cg27393010	29	423	0.0685579	1	1220	0.000819672	32	32
V15_S11	cg27577527	0	235	0	4	917	0.00436205	23	23
V25_S11	cg00002719	3	538	0.00557621	15	1807	0.00830105	58	58
V25_S11	cg00469207	73	934	0.0781585	21	2836	0.0074048	82	82
V25_S11	cg00582524	28	571	0.0490368	17	1912	0.00889121	55	55
V25_S11	cg00995986	3	295	0.0101695	23	2454	0.00937245	73	62
V25_S11	cg01163404	489	528	0.926136	34	2744	0.0123907	75	75
V25_S11	cg01419831	309	2351	0.131433	71	7272	0.00976348	227	227
V25_S11	cg01452847	23	691	0.0332851	22	1588	0.0138539	44	44
V25_S11	cg01576677	37	971	0.038105	16	2348	0.00681431	71	71
V25_S11	cg02467990	10	263	0.0380228	9	620	0.0145161	21	21
V25_S11	cg02511231	578	8566	0.0674761	216	21873	0.00987519	678	678
V25_S11	cg02571204	519	547	0.948812	35	2221	0.0157587	74	73
V25_S11	cg02699898	911	1015	0.897537	74	4257	0.0173831	107	107
V25_S11	cg02919936	450	5818	0.0773462	141	15996	0.0088147	478	478
V25_S11	cg03011535	287	3471	0.0826851	84	8679	0.00967853	263	263
V25_S11	cg03217795	20	972	0.0205761	13	2367	0.00549218	81	81
V25_S11	cg03257575	47	441	0.106576	13	1469	0.00884956	44	44
V25_S11	cg03401096	133	1875	0.0709333	60	4696	0.0127768	157	157
V25_S11	cg03502002	3	138	0.0217391	0	292	0	9	9
V25_S11	cg03563667	4	401	0.00997506	8	887	0.00901917	26	26
V25_S11	cg03735888	79	824	0.0958738	27	3045	0.008867	91	91
V25_S11	cg04123776	27	757	0.0356671	28	2480	0.0112903	70	70
V25_S11	cg04261408	2	370	0.00540541	5	840	0.00595238	27	27
V25_S11	cg04281464	206	1173	0.175618	18	3837	0.00469116	109	109
V25_S11	cg04869380	336	382	0.879581	31	3125	0.00992	73	73
V25_S11	cg04904331	28	1626	0.0172202	35	3769	0.00928628	121	121
V25_S11	cg05057720	25	717	0.0348675	38	1623	0.0234134	48	48
V25_S11	cg05166490	170	3937	0.0431801	67	8734	0.00767117	271	271
V25_S11	cg05302386	78	2305	0.0338395	71	7733	0.00918143	227	227
V25_S11	cg05374412	63	1357	0.0464259	40	4281	0.00934361	116	116
V25_S11	cg05377226	18	1281	0.0140515	31	2878	0.0107714	96	96
V25_S11	cg05917460	113	2371	0.0476592	91	8269	0.011005	235	235
V25_S11	cg06013113	810	895	0.905028	55	3968	0.0138609	96	96
V25_S11	cg06382344	134	2094	0.0639924	44	3485	0.0126255	119	119
V25_S11	cg06463958	263	5962	0.0441127	168	17420	0.00964409	514	514
V25_S11	cg06530490	38	1453	0.0261528	25	3533	0.00707614	110	110
V25_S11	cg06590173	7	70	0.1	3	642	0.0046729	22	19
V25_S11	cg06825142	1601	6707	0.238706	140	18714	0.00748103	553	553
V25_S11	cg06962944	48	726	0.0661157	7	1840	0.00380435	53	53
V25_S11	cg07790615	150	4071	0.036846	83	8082	0.0102697	275	275
V25_S11	cg07915921	64	621	0.10306	12	1455	0.00824742	43	43
V25_S11	cg08382226	111	2520	0.0440476	58	7960	0.00728643	253	253
V25_S11	cg08548396	643	1605	0.400623	53	4725	0.0112169	151	151
V25_S11	cg08566455	24	328	0.0731707	7	644	0.0108696	15	15
V25_S11	cg08862890	13	670	0.019403	16	2016	0.00793651	57	57
V25_S11	cg08934785	6	479	0.0125261	20	2333	0.00857265	68	68
V25_S11	cg09250933	32	446	0.0717489	20	1997	0.010015	54	54
V25_S11	cg09493505	72	3013	0.0238964	86	7128	0.0120651	218	218
V25_S11	cg10143067	105	1547	0.0678733	43	5047	0.00851991	165	165
V25_S11	cg10249375	73	1451	0.0503101	53	4910	0.0107943	143	143
V25_S11	cg10512745	1017	13127	0.0774739	367	40708	0.00901543	1348	1346
V25_S11	cg11014373	92	1286	0.0715397	45	3910	0.011509	134	134
V25_S11	cg11017065	6	1043	0.00575264	23	3052	0.00753604	94	94
V25_S11	cg11314310	926	1066	0.868668	32	3628	0.00882029	111	111
V25_S11	cg11561737	124	2492	0.0497592	63	5991	0.0105158	198	198
V25_S11	cg11601252	937	12974	0.0722214	351	35529	0.00987925	1131	1130
V25_S11	cg11660826	4	404	0.00990099	15	1892	0.00792812	52	52
V25_S11	cg11942956	16	446	0.0358744	7	849	0.00824499	21	21
V25_S11	cg11957331	352	2674	0.131638	48	6293	0.00762752	196	196
V25_S11	cg12042659	46	324	0.141975	12	1251	0.00959233	33	33
V25_S11	cg12074025	18	849	0.0212014	20	2794	0.0071582	82	82
V25_S11	cg12483476	338	2515	0.134394	43	4898	0.00877909	150	150
V25_S11	cg12528056	1324	1494	0.886212	31	3616	0.00857301	100	100
V25_S11	cg12928379	201	855	0.235088	21	2289	0.00917431	68	68
V25_S11	cg12974388	912	12575	0.0725249	418	40949	0.0102078	1231	1229
V25_S11	cg13314145	273	4762	0.0573289	74	9326	0.00793481	290	290
V25_S11	cg13592399	101	3022	0.0334216	100	10288	0.00972006	289	288
V25_S11	cg13840308	850	955	0.890052	51	3660	0.0139344	114	114
V25_S11	cg13912117	251	5431	0.0462162	128	14363	0.00891179	422	422
V25_S11	cg13939859	16	356	0.0449438	2	648	0.00308642	22	22
V25_S11	cg13958426	0	61	0	0	214	0	6	6
V25_S11	cg14038391	93	1173	0.0792839	28	3390	0.00825959	89	89
V25_S11	cg14050824	834	982	0.849287	30	3385	0.00886263	90	90
V25_S11	cg14123923	14	546	0.025641	7	911	0.00768386	30	30
V25_S11	cg14168530	230	3699	0.062179	91	9880	0.00921053	311	311
V25_S11	cg14186641	93	4372	0.0212717	81	9210	0.00879479	308	307
V25_S11	cg14327531	6	245	0.0244898	6	775	0.00774194	32	32
V25_S11	cg14394692	2060	4083	0.504531	113	10857	0.010408	307	306
V25_S11	cg14458834	2	356	0.00561798	6	797	0.00752823	21	21
V25_S11	cg14473102	9	575	0.0156522	5	805	0.00621118	26	26
V25_S11	cg14489801	2	84	0.0238095	9	542	0.0166052	14	14
V25_S11	cg14712186	100	3028	0.0330251	63	5847	0.0107748	200	200
V25_S11	cg14743594	2189	4432	0.493908	92	9440	0.00974576	275	275
V25_S11	cg14861089	36	866	0.0415704	18	1754	0.0102623	53	53
V25_S11	cg15044248	1	185	0.00540541	5	556	0.00899281	16	16
V25_S11	cg15267232	8	421	0.0190024	15	987	0.0151976	27	27
V25_S11	cg15467646	402	1473	0.272912	40	4077	0.00981114	120	120
V25_S11	cg15576900	47	1703	0.0275984	52	4817	0.0107951	149	149
V25_S11	cg15778437	58	993	0.0584089	19	2893	0.00656758	86	86
V25_S11	cg15836635	104	2591	0.0401389	97	8835	0.0109791	257	257
V25_S11	cg15994026	9	1312	0.00685976	36	3665	0.00982265	114	113
V25_S11	cg16150752	74	741	0.099865	9	1418	0.00634697	43	43
V25_S11	cg16328106	10	360	0.0277778	3	1124	0.00266904	33	33
V25_S11	cg16732616	12	418	0.0287081	6	681	0.00881057	20	20
V25_S11	cg16779463	38	2019	0.0188212	50	5823	0.00858664	163	163
V25_S11	cg16926316	587	638	0.920063	39	2616	0.0149083	65	65
V25_S11	cg17031478	13	630	0.0206349	15	1735	0.00864553	46	46
V25_S11	cg17712694	144	2152	0.0669145	32	3896	0.00821355	122	122
V25_S11	cg17774001	268	314	0.853503	20	2410	0.00829876	70	70
V25_S11	cg17812788	8	391	0.0204604	13	753	0.0172643	27	27
V25_S11	cg17839237	3	318	0.00943396	5	1084	0.00461255	30	30
V25_S11	cg17872757	12	789	0.0152091	21	2252	0.00932504	72	72
V25_S11	cg17969084	12	1413	0.00849257	36	4050	0.00888889	131	131
V25_S11	cg18091469	12	119	0.10084	0	576	0	14	14
V25_S11	cg18206027	13	539	0.0241187	7	1222	0.00572831	39	39
V25_S11	cg18621142	578	658	0.878419	34	3339	0.0101827	97	97
V25_S11	cg18751958	630	698	0.902579	38	2483	0.0153041	60	60
V25_S11	cg18816098	16	611	0.0261866	26	1708	0.0152225	51	51
V25_S11	cg19497031	123	5052	0.0243468	86	9942	0.00865017	337	337
V25_S11	cg19807257	89	788	0.112944	19	2576	0.00737578	71	71
V25_S11	cg19882915	611	651	0.938556	32	3036	0.0105402	78	78
V25_S11	cg20072442	95	2948	0.0322252	93	8499	0.0109425	253	253
V25_S11	cg20079899	62	1667	0.0371926	28	4394	0.00637233	140	140
V25_S11	cg20183619	147	4094	0.0359062	103	12542	0.00821241	361	361
V25_S11	cg20295992	151	2574	0.0586636	58	8033	0.00722022	254	254
V25_S11	cg20449590	29	457	0.0634573	14	1031	0.013579	39	39
V25_S11	cg20690085	537	587	0.914821	35	3364	0.0104043	95	95
V25_S11	cg20872937	196	4459	0.043956	93	11654	0.00798009	342	342
V25_S11	cg20980783	94	3747	0.0250867	100	10038	0.00996214	303	303
V25_S11	cg21038156	183	3989	0.0458762	106	10043	0.0105546	319	319
V25_S11	cg21039708	44	565	0.0778761	15	1860	0.00806452	53	53
V25_S11	cg21185289	305	5678	0.0537161	174	15566	0.0111782	468	468
V25_S11	cg21277995	157	5789	0.0271204	116	10512	0.011035	384	384
V25_S11	cg21790626	20	333	0.0600601	6	906	0.00662252	29	29
V25_S11	cg21898844	521	549	0.948998	34	2996	0.0113485	83	83
V25_S11	cg21929943	40	752	0.0531915	22	2229	0.0098699	63	63
V25_S11	cg22231056	2	383	0.00522193	15	1452	0.0103306	40	40
V25_S11	cg22399133	16	392	0.0408163	10	1153	0.00867303	33	33
V25_S11	cg22868282	67	2147	0.0312063	36	5582	0.0064493	183	183
V25_S11	cg23026864	23	497	0.0462777	7	989	0.00707786	29	29
V25_S11	cg23164203	3	420	0.00714286	10	1613	0.00619963	45	45
V25_S11	cg23871697	800	848	0.943396	43	3479	0.0123599	72	72
V25_S11	cg23912454	4	447	0.00894855	10	1241	0.00805802	39	39
V25_S11	cg23960736	62	90	0.688889	26	2431	0.0106952	75	73
V25_S11	cg24221648	15	574	0.0261324	13	1025	0.0126829	34	34
V25_S11	cg24292235	27	1132	0.0238516	54	3204	0.0168539	100	100
V25_S11	cg24416513	6	680	0.00882353	3	908	0.00330396	31	31
V25_S11	cg24507921	2	167	0.011976	11	1240	0.00887097	34	34
V25_S11	cg24632241	8	140	0.0571429	3	403	0.00744417	13	13
V25_S11	cg24761507	953	14836	0.0642356	520	50908	0.0102145	1578	1576
V25_S11	cg24831879	524	595	0.880672	24	3213	0.00746965	74	74
V25_S11	cg25200152	9	444	0.0202703	7	1478	0.00473613	42	42
V25_S11	cg25875213	14	1462	0.00957592	52	4283	0.012141	140	140
V25_S11	cg25884711	102	2865	0.0356021	63	9151	0.00688449	259	259
V25_S11	cg26121782	54	797	0.0677541	29	1517	0.0191167	53	53
V25_S11	cg26682580	115	3254	0.0353411	92	8619	0.0106741	258	258
V25_S11	cg27200446	1250	4233	0.295299	134	11741	0.011413	357	357
V25_S11	cg27393010	55	623	0.0882825	12	1719	0.0069808	49	49
V25_S11	cg27577527	2	260	0.00769231	18	1085	0.0165899	28	28
V25_S5	cg00002719	1	208	0.00480769	5	718	0.00696379	23	23
V25_S5	cg00469207	32	865	0.0369942	13	2623	0.00495616	76	76
V25_S5	cg00582524	4	269	0.0148699	8	833	0.00960384	24	24
V25_S5	cg00995986	11	135	0.0814815	6	1018	0.00589391	29	26
V25_S5	cg01163404	277	325	0.852308	9	1842	0.00488599	46	46
V25_S5	cg01419831	177	1327	0.133384	26	4033	0.00644681	120	120
V25_S5	cg01452847	7	357	0.0196078	6	884	0.00678733	24	24
V25_S5	cg01576677	31	692	0.0447977	5	1604	0.00311721	46	46
V25_S5	cg02467990	9	720	0.0125	9	1824	0.00493421	55	55
V25_S5	cg02511231	296	4853	0.0609932	76	12300	0.00617886	381	381
V25_S5	cg02571204	191	214	0.892523	8	1235	0.00647773	34	33
V25_S5	cg02699898	367	424	0.865566	29	1775	0.016338	45	45
V25_S5	cg02919936	202	2877	0.070212	33	8068	0.00409023	226	226
V25_S5	cg03011535	76	1018	0.0746562	13	2582	0.00503486	73	73
V25_S5	cg03217795	5	434	0.0115207	9	1056	0.00852273	31	31
V25_S5	cg03257575	48	548	0.0875912	5	1430	0.0034965	41	41
V25_S5	cg03401096	60	826	0.0726392	22	2063	0.0106641	64	64
V25_S5	cg03502002	3	184	0.0163043	1	332	0.00301205	11	11
V25_S5	cg03563667	0	200	0	2	464	0.00431034	11	11
V25_S5	cg03735888	32	390	0.0820513	2	1211	0.00165153	41	40
V25_S5	cg04123776	17	476	0.0357143	2	1623	0.00123229	44	44
V25_S5	cg04261408	1	240	0.00416667	4	562	0.00711744	17	17
V25_S5	cg04281464	104	630	0.165079	10	2045	0.00488998	57	57
V25_S5	cg04869380	127	137	0.927007	4	1154	0.0034662	27	26
V25_S5	cg04904331	2	127	0.015748	2	323	0.00619195	10	10
V25_S5	cg05057720	19	456	0.0416667	5	1057	0.00473037	30	30
V25_S5	cg05166490	93	1759	0.0528709	17	4245	0.00400471	132	132
V25_S5	cg05302386	56	1355	0.0413284	25	4267	0.00585892	117	117
V25_S5	cg05374412	39	1298	0.0300462	15	3947	0.00380035	104	104
V25_S5	cg05377226	9	348	0.0258621	4	807	0.00495663	28	28
V25_S5	cg05917460	37	1082	0.0341959	26	3903	0.00666154	106	106
V25_S5	cg06013113	341	380	0.897368	22	1666	0.0132053	40	40
V25_S5	cg06382344	100	1370	0.0729927	13	2439	0.00533005	72	72
V25_S5	cg06463958	144	3229	0.0445959	61	9242	0.0066003	269	269
V25_S5	cg06530490	24	983	0.0244151	13	2483	0.0052356	72	72
V25_S5	cg06590173	5	71	0.0704225	1	617	0.00162075	17	17
V25_S5	cg06825142	426	1311	0.324943	25	4223	0.00591996	114	114
V25_S5	cg06962944	100	1317	0.0759301	24	3660	0.00655738	100	100
V25_S5	cg07790615	70	2207	0.0317173	21	4840	0.00433884	147	147
V25_S5	cg07915921	20	281	0.0711744	4	739	0.00541272	20	20
V25_S5	cg08382226	26	550	0.0472727	5	1641	0.00304692	53	53
V25_S5	cg08548396	418	993	0.420947	24	2919	0.00822199	86	86
V25_S5	cg08566455	16	113	0.141593	0	257	0	5	5
V25_S5	cg08862890	7	275	0.0254545	5	750	0.00666667	23	23
V25_S5	cg08934785	14	299	0.0468227	6	1433	0.00418702	41	41
V25_S5	cg09250933	29	340	0.0852941	13	1457	0.00892244	37	37
V25_S5	cg09493505	40	2107	0.0189843	35	4724	0.00740898	146	146
V25_S5	cg10143067	49	811	0.0604192	7	2492	0.00280899	76	75
V25_S5	cg10249375	26	737	0.0352782	6	2381	0.00251995	67	67
V25_S5	cg10512745	482	6337	0.0760612	119	19932	0.0059703	643	643
V25_S5	cg11014373	43	560	0.0767857	14	1797	0.00779076	61	61
V25_S5	cg11017065	1	286	0.0034965	2	724	0.00276243	23	23
V25_S5	cg11314310	417	475	0.877895	4	1639	0.00244051	52	52
V25_S5	cg11561737	68	1588	0.0428212	18	3776	0.00476695	120	120
V25_S5	cg11601252	519	7131	0.0727808	120	20056	0.00598325	601	601
V25_S5	cg11660826	13	436	0.0298165	11	957	0.0114943	35	35
V25_S5	cg11942956	0	184	0	2	432	0.00462963	12	12
V25_S5	cg11957331	152	1202	0.126456	19	2980	0.00637584	90	90
V25_S5	cg12042659	45	196	0.229592	4	647	0.00618238	23	23
V25_S5	cg12074025	1	393	0.00254453	3	1269	0.00236407	38	38
V25_S5	cg12483476	148	1379	0.107324	18	3178	0.00566394	90	90
V25_S5	cg12528056	760	834	0.911271	21	2113	0.00993848	54	54
V25_S5	cg12928379	720	2131	0.33787	30	7046	0.00425773	194	194
V25_S5	cg12974388	549	6864	0.0799825	109	21483	0.00507378	635	635
V25_S5	cg13314145	182	2250	0.0808889	36	4807	0.00748908	135	135
V25_S5	cg13592399	39	1487	0.0262273	23	5018	0.0045835	136	136
V25_S5	cg13840308	291	327	0.889908	9	1391	0.00647017	41	41
V25_S5	cg13912117	112	2513	0.0445682	39	6930	0.00562771	196	196
V25_S5	cg13939859	34	665	0.0511278	8	1421	0.00562984	45	45
V25_S5	cg13958426	5	129	0.0387597	2	395	0.00506329	14	14
V25_S5	cg14038391	19	475	0.04	6	1604	0.00374065	41	41
V25_S5	cg14050824	474	560	0.846429	14	1915	0.0073107	50	50
V25_S5	cg14123923	51	1481	0.0344362	17	2694	0.00631032	92	92
V25_S5	cg14168530	118	2085	0.0565947	33	5481	0.0060208	159	159
V25_S5	cg14186641	60	2030	0.0295567	16	4544	0.00352113	146	146
V25_S5	cg14327531	2	206	0.00970874	4	734	0.00544959	21	21
V25_S5	cg14394692	583	1390	0.419424	24	3473	0.00691045	96	96
V25_S5	cg14458834	1	52	0.0192308	2	141	0.0141844	3	3
V25_S5	cg14473102	12	323	0.0371517	5	467	0.0107066	14	14
V25_S5	cg14489801	1	19	0.0526316	1	108	0.00925926	3	3
V25_S5	cg14712186	66	1113	0.0592992	20	2034	0.00983284	67	67
V25_S5	cg14743594	826	2011	0.410741	12	4139	0.00289925	123	123
V25_S5	cg14861089	8	339	0.0235988	7	695	0.0100719	19	19
V25_S5	cg15044248	1	123	0.00813008	0	361	0	11	11
V25_S5	cg15267232	16	341	0.0469208	9	779	0.0115533	21	21
V25_S5	cg15467646	222	850	0.261176	13	2354	0.00552251	65	65
V25_S5	cg15576900	51	934	0.0546039	21	2994	0.00701403	87	87
V25_S5	cg15778437	62	720	0.0861111	10	2053	0.00487092	61	61
V25_S5	cg15836635	60	1677	0.0357782	28	5666	0.00494176	159	159
V25_S5	cg15994026	4	716	0.00558659	5	1922	0.00260146	58	58
V25_S5	cg16150752	61	939	0.0649627	4	1815	0.00220386	53	53
V25_S5	cg16328106	0	314	0	3	989	0.00303337	30	30
V25_S5	cg16732616	21	216	0.0972222	10	371	0.0269542	12	12
V25_S5	cg16779463	7	1009	0.00693756	7	2987	0.00234349	85	85
V25_S5	cg16926316	295	319	0.924765	7	1338	0.00523169	32	32
V25_S5	cg17031478	5	233	0.0214592	1	661	0.00151286	18	18
V25_S5	cg17712694	56	677	0.0827179	6	1365	0.0043956	35	35
V25_S5	cg17774001	177	211	0.838863	12	1538	0.00780234	46	46
V25_S5	cg17812788	0	166	0	1	376	0.00265957	10	10
V25_S5	cg17839237	0	192	0	3	701	0.0042796	20	20
V25_S5	cg17872757	8	1044	0.00766284	18	3106	0.00579524	90	90
V25_S5	cg17969084	5	766	0.00652742	13	2280	0.00570175	68	68
V25_S5	cg18091469	0	71	0	1	225	0.00444444	9	9
V25_S5	cg18206027	10	154	0.0649351	3	291	0.0103093	8	8
V25_S5	cg18621142	285	341	0.835777	6	1501	0.00399734	42	42
V25_S5	cg18751958	208	234	0.888889	6	775	0.00774194	17	17
V25_S5	cg18816098	4	222	0.018018	4	689	0.00580552	18	18
V25_S5	cg19497031	32	1585	0.0201893	15	3090	0.00485437	102	102
V25_S5	cg19807257	18	146	0.123288	1	450	0.00222222	12	12
V25_S5	cg19882915	388	415	0.93494	2	1892	0.00105708	44	44
V25_S5	cg20072442	40	947	0.0422386	13	2879	0.00451546	76	76
V25_S5	cg20079899	51	1148	0.0444251	19	2699	0.00703964	88	88
V25_S5	cg20183619	79	2330	0.0339056	36	6972	0.00516351	202	202
V25_S5	cg20295992	133	2330	0.0570815	33	7246	0.00455424	226	226
V25_S5	cg20449590	46	319	0.144201	6	689	0.00870827	26	26
V25_S5	cg20690085	266	314	0.847134	15	1602	0.0093633	43	43
V25_S5	cg20872937	89	2492	0.0357143	36	6592	0.00546117	192	192
V25_S5	cg20980783	96	2404	0.0399334	28	6237	0.00448934	184	184
V25_S5	cg21038156	74	2193	0.0337437	22	4965	0.00443102	156	156
V25_S5	cg21039708	34	481	0.0706861	4	1561	0.00256246	44	44
V25_S5	cg21185289	195	2917	0.0668495	41	8164	0.00502205	239	238
V25_S5	cg21277995	109	2803	0.0388869	28	4818	0.00581154	170	170
V25_S5	cg21790626	0	193	0	2	548	0.00364964	18	18
V25_S5	cg21898844	229	256	0.894531	9	1387	0.00648882	35	35
V25_S5	cg21929943	5	44	0.113636	2	170	0.0117647	5	5
V25_S5	cg22231056	1	209	0.00478469	3	668	0.00449102	18	18
V25_S5	cg22399133	9	175	0.0514286	1	599	0.00166945	14	14
V25_S5	cg22868282	30	1138	0.026362	10	2935	0.00340716	98	98
V25_S5	cg23026864	7	197	0.035533	3	426	0.00704225	12	12
V25_S5	cg23164203	4	241	0.0165975	10	998	0.01002	27	27
V25_S5	cg23871697	396	434	0.912442	21	1829	0.0114817	37	37
V25_S5	cg23912454	0	223	0	3	594	0.00505051	18	18
V25_S5	cg23960736	34	48	0.708333	5	1329	0.00376223	37	37
V25_S5	cg24221648	14	423	0.0330969	5	794	0.00629723	24	24
V25_S5	cg24292235	4	640	0.00625	11	1869	0.0058855	59	59
V25_S5	cg24416513	1	365	0.00273973	2	359	0.00557103	13	13
V25_S5	cg24507921	2	67	0.0298507	1	495	0.0020202	13	13
V25_S5	cg24632241	37	748	0.0494652	10	2192	0.00456204	64	64
V25_S5	cg24761507	470	7641	0.0615103	143	26594	0.00537715	808	808
V25_S5	cg24831879	323	368	0.877717	11	1866	0.00589496	40	40
V25_S5	cg25200152	1	177	0.00564972	3	624	0.00480769	17	17
V25_S5	cg25875213	6	957	0.00626959	8	2920	0.00273973	90	90
V25_S5	cg25884711	62	1337	0.0463725	23	4498	0.00511338	126	126
V25_S5	cg26121782	15	266	0.056391	6	501	0.011976	16	16
V25_S5	cg26682580	136	2294	0.0592851	38	5595	0.00679178	166	166
V25_S5	cg27200446	584	2154	0.271123	53	6365	0.00832679	185	185
V25_S5	cg27393010	21	261	0.0804598	8	781	0.0102433	23	23
V25_S5	cg27577527	0	248	0	3	1042	0.00287908	29	29
V25_S6	cg00002719	7	257	0.0272374	13	878	0.0148064	29	29
V25_S6	cg00469207	47	994	0.0472837	16	3070	0.00521173	89	89
V25_S6	cg00582524	20	206	0.0970874	4	712	0.00561798	21	21
V25_S6	cg00995986	15	207	0.0724638	15	1451	0.0103377	42	38
V25_S6	cg01163404	258	310	0.832258	13	1434	0.00906555	42	42
V25_S6	cg01419831	308	1826	0.168675	53	5272	0.0100531	162	162
