sample	cg00002719	cg00469207	cg00582524	cg00995986	cg01163404	cg01419831	cg01452847	cg01576677	cg02467990	cg02511231	cg02571204	cg02699898	cg02919936	cg03011535	cg03217795	cg03257575	cg03401096	cg03502002	cg03563667	cg03735888	cg04123776	cg04261408	cg04281464	cg04869380	cg04904331	cg05057720	cg05166490	cg05302386	cg05374412	cg05377226	cg05917460	cg06013113	cg06382344	cg06463958	cg06530490	cg06590173	cg06825142	cg06962944	cg07790615	cg07915921	cg08382226	cg08548396	cg08566455	cg08862890	cg08934785	cg09250933	cg09493505	cg10143067	cg10249375	cg10512745	cg11014373	cg11017065	cg11314310	cg11561737	cg11601252	cg11660826	cg11942956	cg11957331	cg12042659	cg12074025	cg12483476	cg12528056	cg12928379	cg12974388	cg13314145	cg13592399	cg13840308	cg13912117	cg13939859	cg13958426	cg14038391	cg14050824	cg14123923	cg14168530	cg14186641	cg14327531	cg14394692	cg14458834	cg14473102	cg14489801	cg14712186	cg14743594	cg14861089	cg15044248	cg15267232	cg15467646	cg15576900	cg15778437	cg15836635	cg15994026	cg16150752	cg16328106	cg16732616	cg16779463	cg16926316	cg17031478	cg17712694	cg17774001	cg17812788	cg17839237	cg17872757	cg17969084	cg18091469	cg18206027	cg18621142	cg18751958	cg18816098	cg19497031	cg19807257	cg19882915	cg20072442	cg20079899	cg20183619	cg20295992	cg20449590	cg20690085	cg20872937	cg20980783	cg21038156	cg21039708	cg21185289	cg21277995	cg21790626	cg21898844	cg21929943	cg22231056	cg22399133	cg22868282	cg23026864	cg23164203	cg23871697	cg23912454	cg23960736	cg24221648	cg24292235	cg24416513	cg24507921	cg24632241	cg24761507	cg24831879	cg25200152	cg25875213	cg25884711	cg26121782	cg26682580	cg27200446	cg27393010	cg27577527
V13_S4	0.0218681	0.0528284	0.047135	0.214364	0.87488	0.131707	0.0393526	0.0546677	0.0217761	0.0769834	0.927841	0.875584	0.0795054	0.0577599	0.0165697	0.13386	0.0381256	0.0356397	0.00625996	0.103095	0.0377524	0.00870439	0.18896	0.889486	0.0226144	0.0614163	0.0501326	0.0267881	0.0427555	0.0288671	0.0515945	0.893586	0.103648	0.0531301	0.0576566	0.232579	0.34445	0.0582993	0.0407546	0.0914677	0.0622446	0.423345	0.103734	0.0195731	0.0406805	0.164703	0.0224293	0.0624926	0.0516664	0.080565	0.0661121	0.0116517	0.891731	0.0654565	0.0834632	0.0517449	0.0372247	0.192101	0.10222	0.0117907	0.143414	0.875516	0.345257	0.0846943	0.0742213	0.0263033	0.903981	0.042111	0.0482906	0.0211117	0.0689616	0.815466	0.0465568	0.0813113	0.022844	0.0240151	0.639536	0.00907871	0.0506473	0.112133	0.0485676	0.539383	0.0312786	0.00942565	0.0653462	0.220898	0.0477034	0.073643	0.0461297	0.0260628	0.0941029	0.0503091	0.0512876	0.00965042	0.903208	0.0363958	0.0935045	0.88916	0.0167801	0.0165949	0.0148334	0.0206109	0.127675	0.0225342	0.805671	0.897415	0.0141487	0.0594432	0.13635	0.91031	0.0416493	0.0330058	0.046221	0.0618667	0.263427	0.860663	0.0571596	0.043662	0.049053	0.0773002	0.0835237	0.0426239	0.0514442	0.892229	0.0537082	0.00795818	0.0453822	0.0355891	0.0433022	0.00968989	0.931171	0.00804374	0.587549	0.044738	0.0246425	0.084827	0.0129474	0.043173	0.0807939	0.893546	0.0478392	0.0248359	0.0542466	0.0307036	0.0415369	0.279955	0.0847263	0.00892989
V13_S5	0.0365681	0.0637561	0.0305899	0.405596	0.842564	0.1333	0.0489559	0.0565326	0.0245084	0.0702703	0.944753	0.907383	0.0823729	0.0705191	0.0300764	0.122265	0.0483919	0.0331142	0.00447334	0.186458	0.0408378	0.00629918	0.130074	0.921538	0.0250558	0.0596837	0.0580815	0.0344593	0.0355024	0.0569476	0.0553655	0.865268	0.102788	0.0377028	0.0669204	0.402677	0.411426	0.0714301	0.0457125	0.075545	0.0763596	0.31323	0.0880308	0.0423067	0.064576	0.180106	0.0249986	0.056819	0.0601903	0.0716639	0.0587013	0.0175785	0.915437	0.0694556	0.084218	0.0723299	0.0578008	0.120771	0.188197	0.0159419	0.146632	0.775922	0.410977	0.0820126	0.0720668	0.0283693	0.907826	0.036987	0.0517748	0.0355508	0.0606302	0.848414	0.0479417	0.0696097	0.0321139	0.0428759	0.578404	0.0221811	0.0501675	0.180907	0.051954	0.475143	0.0217007	0.0106014	0.0616051	0.220077	0.0520896	0.0794124	0.0382396	0.0315669	0.101688	0.0290444	0.0445379	0.0108957	0.905605	0.038903	0.101807	0.901966	0.0349519	0.0142611	0.0181611	0.0321536	0.232618	0.0250928	0.771156	0.887046	0.00758238	0.04947	0.108629	0.90279	0.0381786	0.0388674	0.044093	0.0759504	0.117196	0.831979	0.0465887	0.0448456	0.0622865	0.0746502	0.0871008	0.0517796	0.0427578	0.86568	0.0635948	0.0069656	0.0811221	0.0217223	0.0531528	0.0106945	0.928566	0.00507568	0.568365	0.0385566	0.0388979	0.0542034	0.0168402	0.03718	0.0742623	0.855528	0.105501	0.0266568	0.0578383	0.0142954	0.041645	0.195385	0.121717	0.0100924
V13_S8	0.0171108	0.0497209	0.0567197	0.189189	0.832177	0.129477	0.0209266	0.0442589	0.0224618	0.0641614	0.9199	0.875963	0.060699	0.0614647	0.0263808	0.106192	0.0578659	0.0368794	0.0130382	0.115367	0.0304344	0.0171405	0.142949	0.881426	0.0220145	0.0452015	0.0488788	0.0337334	0.0397262	0.0358805	0.0413686	0.874665	0.0631942	0.0436736	0.0432432	0.288479	0.345782	0.0613132	0.0459984	0.079917	0.0534535	0.339902	0.0904572	0.0230245	0.0392318	0.118866	0.0229577	0.0535584	0.0447292	0.0707645	0.0540382	0.0166123	0.885015	0.0549158	0.0726372	0.0411475	0.0512524	0.127899	0.116327	0.0184637	0.0973333	0.848953	0.345747	0.0679959	0.0628865	0.028592	0.875181	0.0370095	0.0450746	0.0176029	0.0481536	0.818916	0.0341196	0.0641383	0.0244437	0.0279963	0.591075	0.0134708	0.0308154	0.144735	0.0441541	0.448812	0.0291693	0.0155097	0.0381461	0.230493	0.0352154	0.0562815	0.0406146	0.0172518	0.0726242	0.0087532	0.0442461	0.0157373	0.871084	0.0267107	0.0718799	0.875112	0.0184112	0.0098438	0.0152391	0.0180487	0.197564	0.0220678	0.819072	0.890525	0.0144613	0.0401378	0.0995419	0.909062	0.0407203	0.0306624	0.0425659	0.0532801	0.0842287	0.869039	0.0464622	0.0292556	0.0535214	0.0633284	0.083373	0.0360003	0.0388544	0.871354	0.0496258	0.0114157	0.0346665	0.027158	0.0468666	0.00829917	0.919359	0.00968137	0.679821	0.0319126	0.0159407	0.0552922	0.023981	0.0405701	0.0698304	0.892356	0.0506506	0.0185581	0.0457527	0.0689694	0.042363	0.224805	0.0701011	0.00784437
V13_S9	0.0107431	0.0480905	0.0393559	0.121876	0.865751	0.128965	0.0277505	0.0390591	0.0231794	0.0710863	0.935489	0.892636	0.0681326	0.0665715	0.0145301	0.105323	0.0638299	0.0303164	0.0127965	0.129301	0.0359748	0.0198536	0.161506	0.907586	0.0227046	0.0356323	0.0480166	0.0281258	0.0317398	0.0274289	0.0451032	0.898255	0.0640456	0.0469443	0.0369902	0.15231	0.314092	0.0664773	0.038512	0.0787619	0.0546614	0.295949	0.0723314	0.0192108	0.0309203	0.0865079	0.0230478	0.0538567	0.0395369	0.0763872	0.0527969	0.0132815	0.872762	0.060002	0.0741595	0.0217458	0.0440484	0.147141	0.13198	0.0116726	0.137586	0.888513	0.315511	0.074605	0.0632626	0.0229597	0.903645	0.0372138	0.0413777	0.0106306	0.0501967	0.853436	0.0351434	0.063008	0.0234768	0.0252488	0.602259	0.0113918	0.0351106	0.100315	0.042042	0.465766	0.0338188	0.0104334	0.0218336	0.199722	0.0306791	0.0652087	0.0454374	0.0178668	0.0944975	0.0172565	0.0431231	0.0103288	0.913739	0.0309512	0.0949709	0.868163	0.0198539	0.00750275	0.0136195	0.0145136	0.197705	0.022648	0.852329	0.888229	0.02049	0.040648	0.109213	0.923831	0.0345451	0.0306487	0.0496931	0.054636	0.176844	0.900704	0.041931	0.0340624	0.0447591	0.0737836	0.09179	0.0374523	0.0412906	0.904726	0.0469232	0.0122583	0.0258089	0.0312888	0.0544086	0.0120311	0.922095	0.00940748	0.679825	0.0313848	0.0121076	0.0420924	0.00869798	0.0349275	0.0699942	0.920893	0.0344271	0.01487	0.0450177	0.0424377	0.0418476	0.280957	0.0874601	0.0114157
V14_S1	0.0149629	0.0440349	0.0438028	0.108018	0.837048	0.13398	0.0242139	0.0450385	0.024381	0.0655438	0.906002	0.884095	0.0696972	0.0721336	0.0207634	0.107327	0.0506355	0.0287187	0.0193557	0.111382	0.0325647	0.0240073	0.168122	0.886116	0.0247534	0.0519609	0.0481796	0.0268065	0.0353316	0.0365713	0.0479009	0.886003	0.0665624	0.0469288	0.0322935	0.17021	0.287335	0.0716049	0.0410053	0.0884644	0.0546376	0.312698	0.0810865	0.0226481	0.0385418	0.0942677	0.0248735	0.053517	0.0479675	0.0769618	0.0540193	0.0161668	0.857228	0.0646917	0.074417	0.0285639	0.0510859	0.13659	0.110411	0.00934422	0.108516	0.824016	0.28616	0.0789541	0.0622183	0.0256289	0.899086	0.0408022	0.0484092	0.0153287	0.0429522	0.838291	0.0442753	0.0710492	0.0281518	0.0206792	0.542409	0.0176918	0.0420979	0.113558	0.0488237	0.437472	0.0291592	0.0147286	0.0545942	0.223737	0.0320786	0.0679615	0.0381828	0.0125064	0.102115	0.0126736	0.0446446	0.0136398	0.858258	0.0305878	0.10098	0.87081	0.0225209	0.0151221	0.016317	0.0204011	0.0738415	0.0248074	0.850617	0.865592	0.0207068	0.0454186	0.11602	0.913971	0.0397351	0.034934	0.0496519	0.0548209	0.09653	0.885152	0.0426362	0.0362147	0.0481931	0.0734352	0.0709804	0.0402885	0.0328956	0.893873	0.0462491	0.0210478	0.0312035	0.0317009	0.0547749	0.0111488	0.925116	0.0110264	0.675552	0.0326872	0.0157779	0.0353349	0.0068	0.0406084	0.0732363	0.905466	0.0575898	0.0151613	0.0493786	0.0661015	0.0444717	0.223472	0.102545	0.0109951
V14_S10	0.00860377	0.314226	0.0475009	0.0834757	0.784174	0.143707	0.0229455	0.0536685	0.0184783	0.0833289	0.934014	0.864653	0.0707095	0.0780528	0.00971538	0.113435	0.0585648	0.0204482	0.0122002	0.119231	0.0314751	0.0182109	0.176459	0.881597	0.0185556	0.0364945	0.0505784	0.0329005	0.0314765	0.0187557	0.0531427	0.898771	0.0613588	0.0667462	0.0378892	0.112932	0.354412	0.0783803	0.0390575	0.0743338	0.0532308	0.467176	0.146126	0.014511	0.0623939	0.133725	0.0190167	0.0555441	0.047917	0.0829733	0.068841	0.013568	0.875152	0.0654064	0.0882747	0.0394177	0.0216085	0.148431	0.120619	0.00762192	0.16813	0.872693	0.350262	0.0878671	0.0751869	0.0301615	0.897682	0.0371243	0.0393089	0.00881429	0.056004	0.81784	0.0336126	0.0725185	0.0251765	0.02593	0.68741	0.0116779	0.0320641	0.151037	0.0397754	0.541235	0.0228364	0.00701924	0.0638046	0.256156	0.0251951	0.0610163	0.0363976	0.0142163	0.105823	0.00358287	0.069866	0.00715334	0.881003	0.0336684	0.106042	0.881685	0.0177495	0.00827809	0.0102652	0.0205529	0.0694818	0.0183481	0.866465	0.897823	0.0180058	0.0399454	0.105641	0.911756	0.0412013	0.032028	0.0496814	0.052793	0.142824	0.894159	0.0451812	0.0306361	0.041238	0.0980423	0.0788514	0.0363225	0.0605802	0.887822	0.305117	0.0165685	0.0183464	0.0368783	0.0642581	0.00970582	0.915961	0.00895252	0.661118	0.0235082	0.0123009	0.0268107	0.00713215	0.0409415	0.0751101	0.920516	0.0233856	0.0133258	0.0455653	0.0411965	0.0486201	0.288405	0.100753	0.00977658
V14_S11	0.0103465	0.0430302	0.0367542	0.0702162	0.870061	0.144053	0.0255227	0.0463137	0.0199643	0.0660389	0.909902	0.873173	0.0590388	0.0632838	0.0128779	0.109678	0.0479571	0.0243193	0.0106808	0.10527	0.03602	0.0196982	0.149538	0.87578	0.0200474	0.0410599	0.0418733	0.0262331	0.0340991	0.0187605	0.039304	0.889696	0.0588891	0.0489319	0.0264037	0.0448724	0.289792	0.0630032	0.0387341	0.079936	0.0462708	0.410752	0.106347	0.0099407	0.0290535	0.0881708	0.0193931	0.0575831	0.0423138	0.0750769	0.0477325	0.011491	0.848353	0.0556322	0.070753	0.0157461	0.0229303	0.122368	0.105449	0.00744818	0.128123	0.857347	0.287951	0.0751412	0.0662784	0.0251169	0.889569	0.0404813	0.036026	0.0106169	0.0488966	0.856019	0.0294689	0.0636065	0.0212657	0.0133947	0.531459	0.00647177	0.0318323	0.0869527	0.0369524	0.452334	0.0295561	0.00953447	0.0240672	0.197274	0.0256727	0.0590376	0.0401034	0.00475905	0.0928922	0.0034844	0.0332247	0.00930374	0.87898	0.0274551	0.091996	0.867723	0.0137622	0.0186131	0.0109657	0.0100711	0.0311678	0.0194639	0.848964	0.880519	0.0135082	0.0275729	0.10446	0.903601	0.0370956	0.0273526	0.0434896	0.0463477	0.237608	0.885448	0.0405116	0.0303604	0.0373611	0.0744727	0.0665828	0.0287052	0.0497566	0.884593	0.0454095	0.00954028	0.0362301	0.0337051	0.0483177	0.00505002	0.912282	0.00871592	0.716731	0.0180051	0.0061363	0.0358096	0.00255473	0.0372097	0.0653366	0.915111	0.0321961	0.0124161	0.040754	0.0346059	0.0418047	0.249744	0.0873487	0.00542876
V14_S12	0.0109719	0.0417113	0.0446922	0.0454473	0.867582	0.129581	0.021884	0.030295	0.0170144	0.0629263	0.922479	0.857993	0.0576634	0.0579905	0.00833591	0.0976288	0.0446512	0.0316124	0.0128706	0.0982031	0.0292166	0.0151526	0.161817	0.887342	0.0171412	0.0369551	0.0384148	0.0202491	0.0325235	0.0178909	0.0374425	0.884669	0.0530738	0.0473165	0.0249813	0.0922833	0.272481	0.0582632	0.0348545	0.0792219	0.0457759	0.369329	0.131979	0.013364	0.0356024	0.0651306	0.0171126	0.0510964	0.0325438	0.0708867	0.0534033	0.00880045	0.851953	0.0516306	0.0676142	0.00991283	0.0390558	0.15432	0.0958463	0.00640459	0.103099	0.845975	0.273245	0.0694431	0.0619225	0.0247912	0.888696	0.0359881	0.0333213	0.0110805	0.0428758	0.810418	0.026391	0.05995	0.0185069	0.0184428	0.591713	0.00781232	0.0274515	0.120649	0.0337782	0.433338	0.0258986	0.0105846	0.0306757	0.237946	0.0210666	0.0504787	0.0344776	0.00735602	0.0870615	0.0271964	0.036677	0.010471	0.886593	0.0256405	0.0851761	0.863824	0.014371	0.0123354	0.00906252	0.0117189	0.0611442	0.0167524	0.851036	0.855175	0.0174177	0.0204586	0.100591	0.918741	0.0342271	0.025139	0.0369547	0.0454225	0.176954	0.908938	0.0456495	0.029153	0.0452141	0.0711258	0.0640374	0.0269059	0.0287766	0.887778	0.0409776	0.0101921	0.0190117	0.0330029	0.0590017	0.00492837	0.924194	0.0104096	0.653923	0.0283869	0.0110342	0.0342029	0.00787911	0.0347549	0.0659036	0.90572	0.0185519	0.0110937	0.0366563	0.032197	0.0430206	0.253259	0.0623078	0.00531133
V14_S2	0.00993696	0.0457669	0.0437739	0.155153	0.87487	0.162261	0.0309522	0.0452314	0.02094	0.069524	0.954103	0.885568	0.076753	0.0614371	0.013129	0.111024	0.0264484	0.0254869	0.0087644	0.143839	0.0345311	0.0148101	0.199496	0.895597	0.021544	0.0314797	0.0429469	0.0235828	0.0368185	0.0317888	0.0423885	0.893413	0.0618669	0.0501948	0.037915	0.140349	0.220629	0.0613532	0.0389982	0.106739	0.0559909	0.508808	0.0748983	0.0180993	0.0524257	0.116651	0.0205871	0.0506713	0.0399771	0.068053	0.050904	0.0126301	0.893878	0.0810118	0.0875314	0.0281765	0.0411895	0.119414	0.144205	0.0134829	0.107433	0.901488	0.220674	0.0562439	0.0705445	0.0226907	0.916747	0.0359106	0.0372992	0.00830538	0.0515873	0.836993	0.0338483	0.0649403	0.0244824	0.0240027	0.443468	0.00811521	0.0318348	0.159691	0.0373665	0.409993	0.0249647	0.0101398	0.0588579	0.20769	0.0322368	0.081496	0.0396523	0.0156087	0.0796991	0.0204529	0.0419953	0.0100905	0.887265	0.0338017	0.0800369	0.853557	0.0156986	0.0104888	0.0126342	0.0151563	0.116314	0.0210282	0.900191	0.897182	0.0185969	0.0284719	0.112616	0.921436	0.0362787	0.0231141	0.0447197	0.0559378	0.290684	0.905426	0.0347821	0.0340851	0.0351343	0.0800313	0.0624906	0.0347953	0.0166672	0.901052	0.0437849	0.0118792	0.037051	0.0258544	0.0368508	0.00808968	0.92138	0.00691252	0.737944	0.0337014	0.0149713	0.0443061	0.00798049	0.0355972	0.0674024	0.906753	0.0510434	0.00819461	0.0304078	0.0430367	0.0462091	0.293655	0.105992	0.00808404
V14_S3	0.0367746	0.0562619	0.0519081	0.0934893	0.854703	0.176191	0.0330257	0.0511656	0.0227412	0.0808919	0.9392	0.896158	0.0765364	0.0658584	0.0116806	0.10619	0.0282136	0.0479029	0.0140459	0.109328	0.0377995	0.0117564	0.208593	0.890675	0.0236109	0.0452927	0.0505781	0.0411154	0.0409699	0.0268107	0.0510898	0.901376	0.0653262	0.048912	0.0329107	0.0624471	0.161539	0.0663611	0.0380354	0.0949853	0.0532458	0.533994	0.108168	0.0150541	0.0393703	0.0957098	0.0229598	0.0599805	0.047518	0.0803407	0.0633573	0.012916	0.876192	0.0680119	0.0955229	0.0233509	0.0408165	0.178311	0.109726	0.0106009	0.159272	0.876261	0.162486	0.0661517	0.0728588	0.0240688	0.919854	0.0460017	0.0528785	0.0372488	0.0531337	0.857771	0.0341035	0.069765	0.026523	0.0206941	0.507252	0.0156435	0.0320244	0.145315	0.0530745	0.428564	0.0391654	0.0166981	0.0489798	0.187447	0.0370752	0.0799113	0.0595718	0.00784933	0.0916041	0.00594732	0.0483996	0.0160509	0.893573	0.0317906	0.0918762	0.862449	0.0163441	0.0135941	0.0127966	0.0134693	0.117547	0.0226231	0.881038	0.87713	0.0258017	0.0341045	0.112258	0.921583	0.0494994	0.0284007	0.049975	0.0535688	0.200315	0.923152	0.0674905	0.036589	0.0448279	0.0844041	0.0668051	0.0346344	0.0364559	0.918228	0.0551287	0.0147135	0.0462595	0.0378411	0.0631237	0.00667884	0.922499	0.0100664	0.690866	0.0357754	0.0146192	0.0580931	0.00511185	0.0481523	0.0751023	0.89755	0.0395157	0.0136437	0.0567245	0.0373271	0.0588378	0.278939	0.102851	0.00672811
V14_S4	0.006395	0.0367543	0.0421503	0.0980674	0.870241	0.13376	0.0276849	0.0399877	0.0210649	0.066006	0.95398	0.887961	0.0644296	0.0648769	0.0118941	0.100894	0.0239326	0.0356024	0.0129904	0.117268	0.032944	0.0181094	0.206781	0.89035	0.0209354	0.0355401	0.0387125	0.0243161	0.0434288	0.0254208	0.0452093	0.87863	0.0516585	0.0475322	0.0344243	0.145372	0.147192	0.0646967	0.0326082	0.0869657	0.0457326	0.412203	0.0730017	0.0103618	0.0310845	0.0879343	0.0213513	0.0557067	0.0407632	0.0663518	0.0562126	0.0137798	0.897793	0.065695	0.0759364	0.0155603	0.0645746	0.126156	0.115267	0.0088812	0.0981646	0.847895	0.147406	0.0551774	0.0537214	0.0246268	0.917113	0.0372891	0.0371596	0.00591455	0.0465892	0.857536	0.0308953	0.0604697	0.0273987	0.0164921	0.497877	0.0177799	0.0426701	0.095822	0.0372649	0.341905	0.0255293	0.0125893	0.0355745	0.19016	0.0303503	0.065316	0.0522259	0.00899682	0.0799179	0.0123337	0.0375908	0.0122992	0.898614	0.0253453	0.0806206	0.859896	0.0161687	0.0190868	0.0133992	0.0125265	0.0544076	0.0209186	0.889839	0.892618	0.0225055	0.030364	0.0969311	0.92653	0.0332726	0.0267025	0.049095	0.0447215	0.380037	0.914822	0.0505759	0.0340134	0.0369721	0.0778583	0.0584861	0.0406104	0.0627785	0.901611	0.0358385	0.0128605	0.0362496	0.0340021	0.0388881	0.00844032	0.919147	0.00571831	0.747456	0.0240067	0.0143295	0.0410538	0.00621691	0.0323347	0.0668544	0.902972	0.0369185	0.0194565	0.0372966	0.0436537	0.0464013	0.242026	0.0850769	0.00861518
V14_S5	0.00672348	0.0464427	0.0380817	0.101585	0.857294	0.127683	0.0237958	0.0467925	0.021001	0.061456	0.934193	0.880205	0.0590369	0.061088	0.00939941	0.0952917	0.0246549	0.0251933	0.0113602	0.111474	0.0278045	0.0112493	0.183231	0.890661	0.0209663	0.0364302	0.0377847	0.0287314	0.0298098	0.0254206	0.0382934	0.889627	0.0554112	0.0414763	0.0296404	0.137247	0.170421	0.0612382	0.0310909	0.0758968	0.0452129	0.430841	0.101309	0.0138445	0.0381371	0.0760306	0.0207955	0.0459012	0.0418054	0.0603608	0.0438055	0.0124235	0.910414	0.0566901	0.0710301	0.0100193	0.0464484	0.121058	0.113278	0.0112968	0.0957452	0.853651	0.170247	0.0559465	0.0551595	0.0200765	0.924028	0.0350189	0.032348	0.00661917	0.0417157	0.825261	0.0280591	0.0590223	0.020624	0.015358	0.525548	0.0144496	0.0195867	0.0650681	0.0325337	0.387285	0.0222958	0.0097675	0.0433593	0.2134	0.0287669	0.0648674	0.0335164	0.010861	0.0664891	0.00946801	0.029965	0.0100932	0.904125	0.0208932	0.0667447	0.85498	0.0171878	0.00388661	0.0127249	0.00845872	0.0970834	0.0209098	0.871267	0.879023	0.0184984	0.0261824	0.0932785	0.923442	0.0328252	0.0277776	0.0360118	0.0448315	0.146095	0.900522	0.0575311	0.0270821	0.0382239	0.0700435	0.0547686	0.0284291	0.0380933	0.900746	0.0468201	0.0131872	0.0352514	0.0276841	0.0473878	0.00790173	0.909836	0.00323033	0.6993	0.0207429	0.00788384	0.0318334	0.0103099	0.0332178	0.0601593	0.911835	0.0195191	0.00813844	0.0375155	0.0366843	0.0458092	0.287077	0.0734308	0.00771573
V14_S6	0.00908891	0.0409282	0.0435663	0.118249	0.864624	0.136021	0.0347656	0.0376058	0.0181113	0.0629529	0.917823	0.87711	0.0631283	0.0637655	0.00996266	0.0805179	0.0193107	0.0253463	0.00648719	0.108533	0.0296722	0.0153458	0.148558	0.890809	0.0181379	0.0218978	0.0394574	0.0209201	0.0312074	0.0152398	0.0427856	0.879647	0.0607418	0.0433069	0.0334743	0.0303132	0.163326	0.0641627	0.0341808	0.0840536	0.0465633	0.317457	0.0707126	0.0144677	0.0375806	0.0493979	0.018084	0.0505796	0.046908	0.0661	0.0542079	0.00948142	0.899281	0.0587189	0.0722565	0.0139894	0.0286086	0.105575	0.104159	0.00814323	0.0882626	0.84854	0.163594	0.0572154	0.0674955	0.0187	0.922158	0.0385302	0.0382322	0.00824831	0.0478036	0.818705	0.0305651	0.0580847	0.015921	0.0164273	0.501623	0.0148453	0.0266884	0.11536	0.0377403	0.393767	0.0183933	0.00893957	0.0663567	0.183494	0.0253643	0.0680236	0.0426737	0.00751346	0.100144	0.0668918	0.0352198	0.00936753	0.893064	0.0250337	0.102291	0.851951	0.0180981	0.024268	0.00969034	0.011655	0.0526406	0.0175879	0.874138	0.869919	0.0152655	0.0240535	0.0783297	0.921512	0.037356	0.0304102	0.0442135	0.0464314	0.269816	0.925548	0.0475786	0.0336059	0.0351996	0.091469	0.0565104	0.029294	0.0478787	0.894475	0.0403519	0.0176754	0.0126512	0.0312023	0.0551139	0.00576504	0.920345	0.00747292	0.678318	0.0390498	0.00873305	0.0349443	0.0139806	0.0371109	0.0606611	0.870452	0.0194966	0.0088821	0.0376686	0.0244004	0.0436874	0.236558	0.0991352	0.00598624
V14_S7	0.0195245	0.0406819	0.0486983	0.0907422	0.816073	0.151699	0.0208019	0.0398933	0.021466	0.0627953	0.928078	0.898329	0.0632322	0.0646984	0.0126128	0.095668	0.0236449	0.0223053	0.0305857	0.0960686	0.0271191	0.0293465	0.174466	0.893283	0.0214376	0.0375476	0.0395519	0.0212898	0.0320869	0.0192621	0.0382805	0.876866	0.0580695	0.0392867	0.029167	0.0757158	0.159754	0.0655268	0.0334251	0.0887794	0.0436312	0.317958	0.0625927	0.011917	0.0385689	0.0798581	0.0209386	0.0541578	0.0458829	0.068327	0.0518067	0.0111539	0.863357	0.0571511	0.0762501	0.0223752	0.0256787	0.107783	0.0955485	0.00633071	0.109777	0.897689	0.157925	0.056485	0.0652507	0.0205632	0.920121	0.0377446	0.0426835	0.0178904	0.0462629	0.838215	0.0294487	0.057471	0.0217353	0.0144125	0.508291	0.00649952	0.0313824	0.111074	0.0416518	0.407027	0.020443	0.00731977	0.0529175	0.17094	0.0199305	0.075059	0.0479435	0.0108396	0.103094	0.0197473	0.0385956	0.00719325	0.90004	0.0246695	0.101402	0.870197	0.00851941	0.0111603	0.0111858	0.00847327	0.0618388	0.0214116	0.860863	0.896087	0.0204264	0.0312323	0.0929918	0.912937	0.043361	0.0236395	0.041667	0.0437196	0.208838	0.929938	0.0434861	0.0319934	0.0288054	0.0766011	0.0623234	0.0273954	0.0297499	0.906273	0.0404773	0.00881415	0.0114496	0.0270952	0.0563996	0.0064204	0.913743	0.0113471	0.70763	0.0335227	0.00849994	0.0342106	0.00897761	0.0421948	0.0611878	0.92164	0.023393	0.00654366	0.0371928	0.0306793	0.0483331	0.234566	0.0943107	0.00649739
V14_S9	0.0149526	0.0524094	0.0295988	0.113885	0.860394	0.134924	0.0259654	0.0452352	0.0206741	0.0623154	0.952252	0.877012	0.063571	0.0565051	0.0156621	0.0804607	0.0262076	0.030092	0.0121716	0.0910975	0.0307465	0.011792	0.148037	0.904505	0.0205642	0.0372628	0.046935	0.0366541	0.0348014	0.0303419	0.0385873	0.892449	0.0622978	0.0405316	0.0326821	0.159375	0.160792	0.0563431	0.0327146	0.0792347	0.050546	0.397182	0.0677027	0.0167763	0.0436482	0.0612981	0.0203965	0.0518082	0.0383932	0.0625944	0.0516037	0.0128254	0.908218	0.0586726	0.0725642	0.0220109	0.0358648	0.0940848	0.0902306	0.0105184	0.0838031	0.839283	0.161913	0.0596927	0.0561162	0.0224263	0.933893	0.0327661	0.0429705	0.01416	0.0419986	0.845788	0.0363876	0.0577426	0.0242265	0.0415529	0.490057	0.0115292	0.0250507	0.117225	0.0431294	0.372072	0.0269441	0.00841966	0.0451038	0.192142	0.0272829	0.0672523	0.0459243	0.0138737	0.086659	0.0297681	0.0374175	0.00841372	0.894476	0.0339102	0.0874755	0.878834	0.0183973	0.0110546	0.012577	0.0137485	0.0895591	0.0206748	0.858596	0.876963	0.0189571	0.0347198	0.0806012	0.925056	0.0333135	0.0304994	0.0406563	0.050484	0.0733898	0.924208	0.0469923	0.0318255	0.0366619	0.0660769	0.0548815	0.0365569	0.0355638	0.896958	0.05239	0.0142652	0.0376741	0.0313346	0.0458164	0.00933182	0.916099	0.00776295	0.696092	0.0217153	0.0151912	0.0423082	0.00569141	0.0330728	0.05814	0.888454	0.0402641	0.0128165	0.0385329	0.0388864	0.046625	0.207458	0.0760485	0.00911639
