sample	probe_id	CpG_meth	CpG_total	CpG_frac	nonCpG_meth	nonCpG_total	nonCpG_frac	n_reads	n_reads_with_CpG
V20_S11	cg11660826	1	108	0.00925926	3	365	0.00821918	11	11
V20_S11	cg11942956	11	329	0.0334347	7	702	0.00997151	19	19
V20_S11	cg11957331	132	952	0.138655	68	2208	0.0307971	68	68
V20_S11	cg12042659	64	261	0.245211	67	920	0.0728261	23	23
V20_S11	cg12074025	12	383	0.0313316	29	1369	0.0211833	35	35
V20_S11	cg12483476	180	1212	0.148515	99	2974	0.0332885	81	81
V20_S11	cg12528056	438	507	0.863905	14	1221	0.011466	31	31
V20_S11	cg12928379	412	1855	0.222102	135	5711	0.0236386	160	160
V20_S11	cg12974388	479	5659	0.0846439	550	18781	0.0292849	542	541
V20_S11	cg13314145	137	1656	0.0827295	63	3419	0.0184264	98	98
V20_S11	cg13592399	42	1268	0.033123	127	4611	0.0275428	121	121
V20_S11	cg13840308	287	312	0.919872	21	1345	0.0156134	36	36
V20_S11	cg13912117	192	2577	0.0745052	327	7451	0.0438867	205	205
V20_S11	cg13939859	58	583	0.0994854	36	1164	0.0309278	37	37
V20_S11	cg13958426	3	129	0.0232558	5	486	0.0102881	15	15
V20_S11	cg14038391	35	481	0.0727651	24	1319	0.0181956	35	35
V20_S11	cg14050824	378	452	0.836283	39	1690	0.0230769	38	38
V20_S11	cg14123923	75	1124	0.066726	89	2095	0.0424821	74	74
V20_S11	cg14168530	120	1676	0.071599	115	4674	0.0246042	139	139
V20_S11	cg14186641	84	1943	0.0432321	75	4766	0.0157365	136	136
V20_S11	cg14327531	2	112	0.0178571	3	377	0.00795756	12	12
V20_S11	cg14394692	601	1314	0.457382	83	3392	0.0244693	87	87
V20_S11	cg14458834	1	115	0.00869565	1	178	0.00561798	5	5
V20_S11	cg14473102	30	293	0.102389	39	457	0.0853392	13	13
V20_S11	cg14489801	0	53	0	0	308	0	7	7
V20_S11	cg14712186	28	768	0.0364583	29	1497	0.0193721	49	49
V20_S11	cg14743594	691	1516	0.455805	204	3340	0.0610778	96	96
V20_S11	cg14861089	24	526	0.0456274	21	1054	0.0199241	27	27
V20_S11	cg15044248	0	115	0	4	365	0.0109589	9	9
V20_S11	cg15267232	18	357	0.0504202	11	813	0.0135301	20	20
V20_S11	cg15467646	181	625	0.2896	65	1716	0.0378788	49	49
V20_S11	cg15576900	58	716	0.0810056	132	2276	0.0579965	68	68
V20_S11	cg15778437	44	576	0.0763889	19	1577	0.0120482	43	43
V20_S11	cg15836635	67	1174	0.0570698	58	4338	0.0133702	125	125
V20_S11	cg15994026	16	569	0.0281195	61	1483	0.0411328	43	43
V20_S11	cg16150752	42	392	0.107143	20	816	0.0245098	26	26
V20_S11	cg16328106	11	228	0.0482456	23	709	0.0324401	16	16
V20_S11	cg16732616	5	35	0.142857	1	65	0.0153846	2	2
V20_S11	cg16779463	18	786	0.0229008	34	2425	0.0140206	67	66
V20_S11	cg16926316	165	195	0.846154	21	943	0.0222694	19	19
V20_S11	cg17031478	2	214	0.00934579	4	643	0.00622084	17	17
V20_S11	cg17712694	31	359	0.086351	20	713	0.0280505	22	22
V20_S11	cg17774001	122	148	0.824324	15	1269	0.0118203	31	31
V20_S11	cg17812788	5	124	0.0403226	9	268	0.0335821	7	7
V20_S11	cg17839237	0	119	0	3	366	0.00819672	10	10
V20_S11	cg17872757	25	712	0.0351124	51	2189	0.0232983	62	62
V20_S11	cg17969084	20	649	0.0308166	45	1745	0.025788	52	52
V20_S11	cg18091469	2	37	0.0540541	0	116	0	5	5
V20_S11	cg18206027	3	118	0.0254237	2	273	0.00732601	8	8
V20_S11	cg18621142	197	253	0.778656	11	1198	0.00918197	32	32
V20_S11	cg18751958	242	277	0.873646	55	1016	0.0541339	21	21
V20_S11	cg18816098	3	252	0.0119048	15	739	0.0202977	19	19
V20_S11	cg19497031	74	1140	0.0649123	62	2155	0.0287703	71	71
V20_S11	cg19807257	12	93	0.129032	8	518	0.015444	12	12
V20_S11	cg19882915	283	309	0.915858	7	1403	0.00498931	32	32
V20_S11	cg20072442	35	749	0.046729	104	2339	0.0444634	66	66
V20_S11	cg20079899	51	791	0.0644753	131	2221	0.0589824	63	63
V20_S11	cg20183619	62	1324	0.0468278	133	4302	0.0309159	118	118
V20_S11	cg20295992	130	1839	0.0706906	202	5985	0.033751	175	174
V20_S11	cg20449590	89	251	0.354582	65	792	0.0820707	20	19
V20_S11	cg20690085	255	283	0.90106	29	1743	0.016638	44	44
V20_S11	cg20872937	102	1992	0.0512048	155	5581	0.0277728	155	155
V20_S11	cg20980783	99	2276	0.0434974	105	6268	0.0167518	181	181
V20_S11	cg21038156	130	1921	0.0676731	102	4440	0.022973	141	141
V20_S11	cg21039708	16	188	0.0851064	16	662	0.0241692	19	19
V20_S11	cg21185289	170	2123	0.0800754	162	6040	0.0268212	169	169
V20_S11	cg21277995	153	2268	0.0674603	181	4351	0.0415996	139	139
V20_S11	cg21790626	13	131	0.0992366	4	398	0.0100503	14	14
V20_S11	cg21898844	142	170	0.835294	22	1114	0.0197487	28	28
V20_S11	cg21929943	5	44	0.113636	2	137	0.0145985	4	4
V20_S11	cg22231056	3	218	0.0137615	6	618	0.00970874	20	20
V20_S11	cg22399133	3	120	0.025	2	579	0.00345423	12	12
V20_S11	cg22868282	28	855	0.0327485	23	2045	0.0112469	72	72
V20_S11	cg23026864	37	248	0.149194	20	550	0.0363636	15	15
V20_S11	cg23164203	0	257	0	19	1103	0.0172257	27	27
V20_S11	cg23871697	288	343	0.83965	22	1303	0.0168841	26	26
V20_S11	cg23912454	28	234	0.119658	117	695	0.168345	17	17
V20_S11	cg23960736	23	49	0.469388	10	1186	0.0084317	35	34
V20_S11	cg24221648	11	419	0.026253	4	768	0.00520833	22	22
V20_S11	cg24292235	6	480	0.0125	8	1402	0.00570613	37	37
V20_S11	cg24416513	44	269	0.163569	20	296	0.0675676	10	10
V20_S11	cg24507921	11	126	0.0873016	54	938	0.0575693	23	23
V20_S11	cg24632241	52	700	0.0742857	111	1942	0.0571576	56	56
V20_S11	cg24761507	537	6599	0.081376	808	23369	0.0345757	659	659
V20_S11	cg24831879	304	330	0.921212	20	1731	0.011554	36	36
V20_S11	cg25200152	7	262	0.0267176	19	926	0.0205184	27	27
V20_S11	cg25875213	58	857	0.0676779	135	2553	0.052879	75	75
V20_S11	cg25884711	83	1103	0.0752493	81	3592	0.0225501	96	96
V20_S11	cg26121782	15	236	0.0635593	22	407	0.0540541	11	11
V20_S11	cg26682580	77	1898	0.040569	99	5106	0.019389	140	140
V20_S11	cg27200446	368	1784	0.206278	256	5368	0.04769	154	154
V20_S11	cg27393010	20	356	0.0561798	19	1131	0.0167993	27	27
V20_S11	cg27577527	9	245	0.0367347	22	826	0.0266344	21	21
V20_S12	cg00002719	8	206	0.038835	9	755	0.0119205	26	26
V20_S12	cg00469207	154	1307	0.117827	161	3655	0.0440492	107	107
V20_S12	cg00582524	18	306	0.0588235	16	1020	0.0156863	29	29
V20_S12	cg00995986	14	113	0.123894	9	919	0.00979325	25	21
V20_S12	cg01163404	410	468	0.876068	89	2293	0.0388138	65	65
V20_S12	cg01419831	274	1615	0.169659	125	5008	0.0249601	149	149
V20_S12	cg01452847	30	373	0.080429	50	897	0.0557414	27	27
V20_S12	cg01576677	20	664	0.0301205	33	1440	0.0229167	44	44
V20_S12	cg02467990	96	1404	0.0683761	117	2939	0.0398095	89	89
V20_S12	cg02511231	729	7180	0.101532	642	17623	0.0364297	544	544
V20_S12	cg02571204	308	331	0.930514	74	1350	0.0548148	43	43
V20_S12	cg02699898	498	555	0.897297	41	2230	0.0183857	58	58
V20_S12	cg02919936	479	4346	0.110216	488	11730	0.0416027	347	347
V20_S12	cg03011535	173	1718	0.100698	83	4155	0.0199759	128	128
V20_S12	cg03217795	49	985	0.0497462	66	2131	0.0309714	65	65
V20_S12	cg03257575	90	601	0.14975	49	1463	0.0334928	52	52
V20_S12	cg03401096	75	1321	0.0567752	76	2924	0.0259918	96	96
V20_S12	cg03502002	13	246	0.0528455	25	441	0.0566893	15	15
V20_S12	cg03563667	15	604	0.0248344	41	1361	0.0301249	33	33
V20_S12	cg03735888	89	623	0.142857	86	2115	0.0406619	61	61
V20_S12	cg04123776	43	530	0.0811321	82	1674	0.0489845	56	56
V20_S12	cg04261408	14	298	0.0469799	9	674	0.0133531	22	22
V20_S12	cg04281464	235	959	0.245047	47	2948	0.015943	84	84
V20_S12	cg04869380	198	223	0.887892	74	1902	0.0389064	45	45
V20_S12	cg04904331	6	246	0.0243902	13	514	0.0252918	18	18
V20_S12	cg05057720	94	816	0.115196	157	1812	0.0866446	51	51
V20_S12	cg05166490	354	3239	0.109293	407	6413	0.0634648	201	201
V20_S12	cg05302386	132	2434	0.0542317	263	7608	0.0345689	221	221
V20_S12	cg05374412	149	1414	0.105375	251	4352	0.0576746	124	124
V20_S12	cg05377226	51	1235	0.0412955	91	2770	0.032852	95	95
V20_S12	cg05917460	124	1858	0.0667384	122	5783	0.0210963	167	167
V20_S12	cg06013113	389	475	0.818947	39	1873	0.0208222	51	51
V20_S12	cg06382344	256	2849	0.0898561	161	4501	0.0357698	141	141
V20_S12	cg06463958	372	4808	0.077371	477	12478	0.0382273	389	389
V20_S12	cg06530490	66	1023	0.0645161	71	2353	0.0301742	73	73
V20_S12	cg06590173	17	97	0.175258	16	704	0.0227273	22	22
V20_S12	cg06825142	422	2393	0.176348	170	5889	0.0288674	174	174
V20_S12	cg06962944	214	2250	0.0951111	200	5204	0.038432	164	164
V20_S12	cg07790615	211	3140	0.0671975	241	5612	0.0429437	204	204
V20_S12	cg07915921	52	463	0.112311	63	1061	0.0593779	34	34
V20_S12	cg08382226	23	550	0.0418182	30	1623	0.0184843	52	52
V20_S12	cg08548396	382	1138	0.335677	59	3122	0.0188981	98	98
V20_S12	cg08566455	91	518	0.175676	41	1088	0.0376838	25	25
V20_S12	cg08862890	81	686	0.118076	246	1935	0.127132	56	56
V20_S12	cg08934785	32	268	0.119403	134	1336	0.100299	38	38
V20_S12	cg09250933	70	552	0.126812	59	2127	0.0277386	60	60
V20_S12	cg09493505	146	2973	0.0491086	244	6329	0.0385527	199	199
V20_S12	cg10143067	100	1038	0.0963391	214	3095	0.0691438	103	102
V20_S12	cg10249375	70	804	0.0870647	192	2863	0.0670625	84	84
V20_S12	cg10512745	1168	11111	0.105121	1093	29831	0.0366397	999	999
V20_S12	cg11014373	90	923	0.0975081	116	2716	0.0427099	86	86
V20_S12	cg11017065	7	403	0.0173697	24	988	0.0242915	31	31
V20_S12	cg11314310	420	481	0.873181	36	1723	0.0208938	57	57
V20_S12	cg11561737	172	1567	0.109764	155	3730	0.041555	125	125
V20_S12	cg11601252	1195	10571	0.113045	1051	27469	0.0382613	867	867
V20_S12	cg11660826	14	558	0.0250896	11	1337	0.00822737	49	49
V20_S12	cg11942956	14	130	0.107692	13	267	0.0486891	8	8
V20_S12	cg11957331	299	2049	0.145925	66	4183	0.0157781	146	146
V20_S12	cg12042659	78	533	0.146341	64	1842	0.0347448	57	57
V20_S12	cg12074025	11	665	0.0165414	26	2069	0.0125665	61	61
V20_S12	cg12483476	431	3383	0.127402	138	5783	0.023863	173	173
V20_S12	cg12528056	715	856	0.83528	30	1899	0.0157978	52	52
V20_S12	cg12928379	947	4306	0.219926	469	10473	0.0447818	319	319
V20_S12	cg12974388	860	8890	0.0967379	786	25585	0.0307211	781	780
V20_S12	cg13314145	572	4963	0.115253	278	8893	0.0312605	279	279
V20_S12	cg13592399	94	1937	0.0485287	163	6480	0.0251543	183	183
V20_S12	cg13840308	557	612	0.910131	171	2260	0.0756637	69	69
V20_S12	cg13912117	360	4215	0.0854093	548	11367	0.0482097	326	326
V20_S12	cg13939859	106	1116	0.0949821	86	2149	0.0400186	77	77
V20_S12	cg13958426	4	140	0.0285714	7	444	0.0157658	14	14
V20_S12	cg14038391	67	871	0.0769231	68	2196	0.0309654	59	59
V20_S12	cg14050824	411	482	0.852697	94	1565	0.0600639	41	41
V20_S12	cg14123923	185	2799	0.066095	151	4900	0.0308163	160	160
V20_S12	cg14168530	368	3183	0.115614	464	7608	0.0609884	250	250
V20_S12	cg14186641	165	3858	0.0427683	196	7763	0.025248	255	255
V20_S12	cg14327531	15	162	0.0925926	6	557	0.010772	22	22
V20_S12	cg14394692	1824	4096	0.445312	292	9581	0.030477	283	283
V20_S12	cg14458834	16	140	0.114286	3	213	0.0140845	8	8
V20_S12	cg14473102	52	581	0.0895009	32	823	0.0388821	25	25
V20_S12	cg14489801	3	107	0.0280374	8	602	0.013289	18	18
V20_S12	cg14712186	266	2053	0.129566	207	3554	0.0582442	124	124
V20_S12	cg14743594	1215	3287	0.369638	118	6494	0.0181706	200	200
V20_S12	cg14861089	51	733	0.0695771	34	1436	0.0236769	43	43
V20_S12	cg15044248	7	139	0.0503597	20	364	0.0549451	9	9
V20_S12	cg15267232	17	487	0.0349076	13	1083	0.0120037	32	32
V20_S12	cg15467646	316	1158	0.272884	187	3298	0.056701	93	93
V20_S12	cg15576900	122	1167	0.104542	284	3388	0.0838253	103	103
V20_S12	cg15778437	95	1060	0.0896226	102	2952	0.0345528	85	85
V20_S12	cg15836635	115	2176	0.0528493	120	7005	0.0171306	206	206
V20_S12	cg15994026	25	976	0.0256148	120	2507	0.047866	76	76
V20_S12	cg16150752	186	1626	0.114391	76	3069	0.0247638	102	102
V20_S12	cg16328106	32	252	0.126984	47	691	0.0680174	22	22
V20_S12	cg16732616	27	203	0.133005	36	323	0.111455	11	11
V20_S12	cg16779463	60	1509	0.0397614	84	4113	0.020423	122	122
V20_S12	cg16926316	298	335	0.889552	25	1467	0.0170416	34	34
V20_S12	cg17031478	51	471	0.10828	83	1108	0.0749097	32	32
V20_S12	cg17712694	114	862	0.132251	78	1668	0.0467626	50	50
V20_S12	cg17774001	216	234	0.923077	89	1632	0.0545343	53	53
V20_S12	cg17812788	13	417	0.0311751	20	868	0.0230415	26	26
V20_S12	cg17839237	3	128	0.0234375	7	382	0.0183246	12	12
V20_S12	cg17872757	81	1458	0.0555556	196	3854	0.0508563	124	124
V20_S12	cg17969084	51	1118	0.0456172	184	3359	0.0547782	103	103
V20_S12	cg18091469	12	62	0.193548	7	177	0.039548	7	7
V20_S12	cg18206027	3	177	0.0169492	7	447	0.01566	16	16
V20_S12	cg18621142	346	398	0.869347	23	1926	0.0119418	57	57
V20_S12	cg18751958	377	434	0.868664	110	1439	0.076442	34	34
V20_S12	cg18816098	10	411	0.0243309	16	1106	0.0144665	36	36
V20_S12	cg19497031	221	3382	0.0653459	269	5975	0.0450209	200	200
V20_S12	cg19807257	23	220	0.104545	11	419	0.026253	16	16
V20_S12	cg19882915	367	399	0.919799	45	1959	0.0229709	49	49
V20_S12	cg20072442	91	1393	0.0653266	157	3958	0.0396665	119	119
V20_S12	cg20079899	78	1509	0.0516899	171	3742	0.0456975	115	115
V20_S12	cg20183619	172	2498	0.0688551	255	7359	0.0346514	216	215
V20_S12	cg20295992	204	3181	0.0641308	196	9446	0.0207495	305	305
V20_S12	cg20449590	102	670	0.152239	93	1599	0.0581614	58	58
V20_S12	cg20690085	282	330	0.854545	124	1940	0.0639175	50	50
V20_S12	cg20872937	281	4010	0.0700748	374	10091	0.0370627	290	290
V20_S12	cg20980783	283	3647	0.077598	322	8661	0.0371782	259	259
V20_S12	cg21038156	241	3505	0.0687589	299	7820	0.0382353	247	247
V20_S12	cg21039708	33	423	0.0780142	42	1241	0.0338437	37	37
V20_S12	cg21185289	588	4938	0.119077	699	13079	0.0534445	399	399
V20_S12	cg21277995	297	5265	0.0564103	268	8718	0.030741	322	322
V20_S12	cg21790626	13	361	0.0360111	31	955	0.0324607	28	28
V20_S12	cg21898844	307	336	0.91369	24	1825	0.0131507	51	51
V20_S12	cg21929943	2	36	0.0555556	5	83	0.060241	3	3
V20_S12	cg22231056	1	305	0.00327869	7	991	0.00706357	27	27
V20_S12	cg22399133	22	215	0.102326	51	598	0.0852843	16	16
V20_S12	cg22868282	100	1602	0.062422	75	3782	0.0198308	136	136
V20_S12	cg23026864	90	531	0.169492	18	1041	0.0172911	32	32
V20_S12	cg23164203	29	274	0.105839	135	1012	0.133399	28	28
V20_S12	cg23871697	555	592	0.9375	109	2167	0.0503	51	51
V20_S12	cg23912454	12	380	0.0315789	25	933	0.0267953	29	29
V20_S12	cg23960736	28	41	0.682927	61	1200	0.0508333	34	32
V20_S12	cg24221648	43	442	0.0972851	21	785	0.0267516	24	24
V20_S12	cg24292235	20	866	0.0230947	59	2188	0.0269653	69	69
V20_S12	cg24416513	74	854	0.0866511	62	926	0.0669546	33	33
V20_S12	cg24507921	5	153	0.0326797	11	1106	0.00994575	30	30
V20_S12	cg24632241	86	1321	0.0651022	123	3597	0.0341952	114	114
V20_S12	cg24761507	1178	11815	0.0997038	1429	38517	0.0371005	1213	1213
V20_S12	cg24831879	453	500	0.906	169	2525	0.0669307	59	59
V20_S12	cg25200152	14	274	0.0510949	69	921	0.0749186	30	30
V20_S12	cg25875213	46	1028	0.0447471	98	2903	0.0337582	96	96
V20_S12	cg25884711	150	2167	0.0692201	241	6166	0.0390853	181	180
V20_S12	cg26121782	26	516	0.0503876	31	978	0.0316973	31	31
V20_S12	cg26682580	215	2944	0.0730299	218	6880	0.031686	207	207
V20_S12	cg27200446	1015	3443	0.294801	398	8909	0.0446739	285	285
V20_S12	cg27393010	72	422	0.170616	97	1339	0.0724421	41	41
V20_S12	cg27577527	5	401	0.0124688	26	1586	0.0163934	43	43
V20_S2	cg00002719	0	317	0	3	1050	0.00285714	34	34
V20_S2	cg00469207	286	1062	0.269303	40	3265	0.0122511	87	87
V20_S2	cg00582524	89	334	0.266467	16	1127	0.014197	31	31
V20_S2	cg00995986	26	119	0.218487	6	1023	0.0058651	29	27
V20_S2	cg01163404	121	181	0.668508	8	906	0.00883002	25	25
V20_S2	cg01419831	683	1533	0.445532	63	4725	0.0133333	133	133
V20_S2	cg01452847	212	455	0.465934	94	1134	0.0828924	29	29
V20_S2	cg01576677	26	585	0.0444444	4	1483	0.00269724	42	42
V20_S2	cg02467990	337	1014	0.332347	29	2484	0.0116747	70	70
V20_S2	cg02511231	774	4944	0.156553	126	12360	0.0101942	361	361
V20_S2	cg02571204	283	309	0.915858	6	1246	0.00481541	37	37
V20_S2	cg02699898	380	430	0.883721	20	1697	0.0117855	41	41
V20_S2	cg02919936	2077	5046	0.411613	177	14119	0.0125363	381	381
V20_S2	cg03011535	113	1698	0.0665489	33	4380	0.00753425	122	122
V20_S2	cg03217795	39	856	0.0455607	54	1950	0.0276923	55	55
V20_S2	cg03257575	122	460	0.265217	13	1341	0.00969426	38	38
V20_S2	cg03401096	73	958	0.0762004	49	2486	0.0197104	73	73
V20_S2	cg03502002	96	223	0.430493	13	508	0.0255906	16	16
V20_S2	cg03563667	35	271	0.129151	3	664	0.00451807	15	15
V20_S2	cg03735888	218	638	0.341693	99	2324	0.042599	58	58
V20_S2	cg04123776	97	388	0.25	17	1252	0.0135783	38	38
V20_S2	cg04261408	0	312	0	2	637	0.00313972	22	22
V20_S2	cg04281464	171	638	0.268025	8	2157	0.00370885	57	57
V20_S2	cg04869380	137	146	0.938356	26	1367	0.0190198	31	31
V20_S2	cg04904331	72	135	0.533333	0	238	0	7	7
V20_S2	cg05057720	349	726	0.480716	13	1608	0.00808458	47	47
V20_S2	cg05166490	430	2157	0.199351	86	4928	0.0174513	144	144
V20_S2	cg05302386	165	1725	0.0956522	149	5509	0.0270467	155	155
V20_S2	cg05374412	86	1058	0.0812854	22	3300	0.00666667	88	88
V20_S2	cg05377226	7	689	0.0101597	19	1787	0.0106323	57	57
V20_S2	cg05917460	247	1813	0.136238	137	6255	0.0219025	172	172
V20_S2	cg06013113	354	449	0.788419	39	1949	0.0200103	48	48
V20_S2	cg06382344	149	1153	0.129228	87	1866	0.0466238	56	56
V20_S2	cg06463958	784	4163	0.188326	201	12249	0.0164095	347	347
V20_S2	cg06530490	370	1182	0.313029	49	2826	0.017339	77	77
V20_S2	cg06590173	4	79	0.0506329	11	895	0.0122905	25	21
V20_S2	cg06825142	532	1206	0.441128	70	4119	0.0169944	107	107
V20_S2	cg06962944	124	1949	0.0636224	27	5291	0.00510301	152	152
V20_S2	cg07790615	720	2361	0.304956	94	4930	0.0190669	152	152
V20_S2	cg07915921	118	349	0.338109	58	836	0.069378	23	23
V20_S2	cg08382226	167	735	0.227211	49	2438	0.0200984	72	72
V20_S2	cg08548396	514	897	0.573021	24	2829	0.00848356	78	78
V20_S2	cg08566455	62	158	0.392405	7	323	0.0216718	7	7
V20_S2	cg08862890	39	220	0.177273	7	725	0.00965517	22	22
V20_S2	cg08934785	14	234	0.0598291	11	1175	0.0093617	33	33
V20_S2	cg09250933	206	355	0.580282	49	1502	0.0326232	38	38
V20_S2	cg09493505	889	2665	0.333583	114	6313	0.018058	179	179
V20_S2	cg10143067	291	1011	0.287834	50	3408	0.0146714	101	101
V20_S2	cg10249375	147	872	0.168578	40	2895	0.0138169	79	79
V20_S2	cg10512745	1905	8133	0.234231	357	24573	0.0145281	755	755
V20_S2	cg11014373	65	915	0.0710383	48	2861	0.0167774	86	86
V20_S2	cg11017065	46	298	0.154362	9	789	0.0114068	24	24
V20_S2	cg11314310	325	375	0.866667	11	1361	0.00808229	44	44
V20_S2	cg11561737	506	1648	0.307039	57	3768	0.0151274	118	118
V20_S2	cg11601252	2396	9749	0.245769	430	27759	0.0154905	817	817
V20_S2	cg11660826	270	493	0.547667	11	1654	0.00665054	48	48
V20_S2	cg11942956	0	210	0	1	446	0.00224215	14	14
V20_S2	cg11957331	351	1152	0.304688	44	3188	0.0138018	90	90
V20_S2	cg12042659	116	442	0.262443	60	1590	0.0377358	42	42
V20_S2	cg12074025	183	498	0.36747	13	1837	0.00707676	48	48
V20_S2	cg12483476	584	1676	0.348449	44	3144	0.0139949	90	90
V20_S2	cg12528056	257	490	0.52449	6	1257	0.00477327	34	34
V20_S2	cg12928379	1120	2297	0.487593	139	7285	0.0190803	206	205
V20_S2	cg12974388	653	6709	0.0973319	264	20940	0.0126074	616	614
V20_S2	cg13314145	1045	3690	0.283198	86	7153	0.0120229	209	209
V20_S2	cg13592399	92	1952	0.0471311	65	7047	0.00922378	190	190
V20_S2	cg13840308	336	380	0.884211	11	1514	0.00726552	42	42
V20_S2	cg13912117	1843	5006	0.368158	252	13409	0.0187933	380	380
V20_S2	cg13939859	346	1020	0.339216	61	1906	0.0320042	58	58
V20_S2	cg13958426	1	169	0.00591716	1	593	0.00168634	19	19
V20_S2	cg14038391	220	723	0.304288	106	2123	0.0499293	54	54
V20_S2	cg14050824	247	386	0.639896	4	1305	0.00306513	33	33
V20_S2	cg14123923	41	1411	0.0290574	26	2410	0.0107884	90	90
V20_S2	cg14168530	666	2343	0.284251	95	5777	0.0164445	172	172
V20_S2	cg14186641	962	3464	0.277714	91	7432	0.0122443	226	226
V20_S2	cg14327531	19	204	0.0931373	5	619	0.00807754	21	21
V20_S2	cg14394692	1680	2769	0.606717	98	7165	0.0136776	183	183
V20_S2	cg14458834	4	167	0.0239521	3	278	0.0107914	8	8
V20_S2	cg14473102	133	492	0.270325	7	766	0.00913838	21	21
V20_S2	cg14489801	5	30	0.166667	0	143	0	6	6
V20_S2	cg14712186	268	995	0.269347	25	2028	0.0123274	60	60
V20_S2	cg14743594	1068	1831	0.583288	40	4154	0.00962927	112	112
V20_S2	cg14861089	175	446	0.392377	12	859	0.0139697	27	27
V20_S2	cg15044248	7	104	0.0673077	3	274	0.0109489	8	8
V20_S2	cg15267232	110	435	0.252874	12	990	0.0121212	23	23
V20_S2	cg15467646	472	992	0.475806	37	2737	0.0135185	74	74
V20_S2	cg15576900	60	1030	0.0582524	32	2832	0.0112994	92	92
V20_S2	cg15778437	239	822	0.290754	56	2390	0.023431	67	67
V20_S2	cg15836635	286	1629	0.175568	136	6135	0.0221679	172	172
V20_S2	cg15994026	9	773	0.0116429	29	2243	0.0129291	66	66
V20_S2	cg16150752	542	1431	0.378756	150	3045	0.0492611	81	81
V20_S2	cg16328106	51	258	0.197674	3	809	0.00370828	21	21
V20_S2	cg16732616	40	148	0.27027	4	239	0.0167364	7	7
V20_S2	cg16779463	204	1272	0.160377	53	3513	0.0150868	96	96
V20_S2	cg16926316	238	289	0.823529	18	1197	0.0150376	28	28
V20_S2	cg17031478	11	287	0.0383275	3	662	0.00453172	19	19
V20_S2	cg17712694	387	1058	0.365784	48	2079	0.023088	55	55
V20_S2	cg17774001	157	171	0.918129	13	1174	0.0110733	33	33
V20_S2	cg17812788	0	126	0	0	272	0	7	7
V20_S2	cg17839237	6	107	0.0560748	3	367	0.00817439	9	9
V20_S2	cg17872757	264	1333	0.19805	120	3748	0.0320171	113	113
V20_S2	cg17969084	2	685	0.00291971	7	2128	0.00328947	69	69
V20_S2	cg18091469	9	93	0.0967742	10	311	0.0321543	11	11
V20_S2	cg18206027	87	212	0.410377	5	558	0.00896057	15	15
V20_S2	cg18621142	208	306	0.679739	5	1657	0.0030175	42	42
V20_S2	cg18751958	388	446	0.869955	34	1543	0.022035	36	36
V20_S2	cg18816098	1	198	0.00505051	3	508	0.00590551	16	16
V20_S2	cg19497031	60	1612	0.0372208	24	3286	0.00730371	107	107
V20_S2	cg19807257	26	151	0.172185	1	500	0.002	13	13
V20_S2	cg19882915	342	387	0.883721	20	1786	0.0111982	44	44
V20_S2	cg20072442	262	945	0.277249	16	2707	0.0059106	77	77
V20_S2	cg20079899	611	1651	0.370079	75	3929	0.0190888	115	115
V20_S2	cg20183619	386	2578	0.149728	106	8415	0.0125966	232	232
V20_S2	cg20295992	701	3073	0.228116	107	9857	0.0108552	294	294
V20_S2	cg20449590	155	384	0.403646	4	1206	0.00331675	29	29
V20_S2	cg20690085	307	368	0.834239	172	2093	0.0821787	52	52
V20_S2	cg20872937	740	2926	0.252905	121	7969	0.0151838	227	227
V20_S2	cg20980783	2204	4011	0.549489	179	9649	0.0185511	262	262
V20_S2	cg21038156	1003	3193	0.314125	63	7005	0.00899358	218	218
V20_S2	cg21039708	120	479	0.250522	16	1371	0.0116703	37	37
V20_S2	cg21185289	609	3699	0.164639	88	10388	0.00847131	295	295
V20_S2	cg21277995	2217	4861	0.456079	218	9629	0.0226399	289	289
V20_S2	cg21790626	175	422	0.414692	60	1123	0.0534283	32	32
V20_S2	cg21898844	244	301	0.810631	54	1821	0.029654	51	51
V20_S2	cg21929943	2	44	0.0454545	7	170	0.0411765	5	5
V20_S2	cg22231056	3	217	0.0138249	8	768	0.0104167	21	21
V20_S2	cg22399133	62	141	0.439716	4	419	0.00954654	12	12
V20_S2	cg22868282	266	1404	0.189459	22	3829	0.00574563	116	116
V20_S2	cg23026864	17	440	0.0386364	6	859	0.00698487	26	26
V20_S2	cg23164203	0	234	0	4	970	0.00412371	26	26
V20_S2	cg23871697	407	439	0.927107	21	1767	0.0118846	41	41
V20_S2	cg23912454	4	205	0.0195122	10	561	0.0178253	16	16
V20_S2	cg23960736	22	37	0.594595	11	1063	0.0103481	30	29
V20_S2	cg24221648	134	454	0.295154	30	934	0.0321199	23	23
V20_S2	cg24292235	5	705	0.0070922	18	2041	0.00881921	63	63
V20_S2	cg24416513	206	553	0.372514	31	602	0.051495	22	22
V20_S2	cg24507921	12	110	0.109091	52	756	0.0687831	20	20
V20_S2	cg24632241	224	1067	0.209934	113	3151	0.0358616	86	86
V20_S2	cg24761507	769	8403	0.0915149	234	29470	0.00794028	867	867
V20_S2	cg24831879	287	330	0.869697	15	1763	0.00850822	40	40
V20_S2	cg25200152	97	461	0.210412	7	1480	0.00472973	46	46
V20_S2	cg25875213	8	745	0.0107383	11	2117	0.00519603	68	68
